"cd_ubs","tx_ubs_nome","tx_ubs_sigla","cd_regiao","cd_ra","cnes","tipo_ubs","rural","telefone_unidade","endereco_unidade","horario_funcionamento","ponto_eletronico","agd_acesso_avancado","agd_ordem_chegada","agd_bloco_horas","agd_horario_marcado","agd_turno","realiza_ecg_ubs","farmaciafornecimento_usuarios","presenca_supervisao_farmaceutico","dispensacao_psicotropico","coleta_laboratorial","imunizacao","horario_funcionamento_sala_vacina","bcg","formato_uso_esus_ab","cadeiras_odonto_funcionamento","esf_completas","esf_incompletas","total_esf","total_esb","total_nasf","total_ecr","total_prisional","total_equipe_socio_educativo","latitude","longitude","the_geom","cd_gsap","nu_min_ent_inloco","tipologia"
141,"UNIDADE BÁSICA DE SAÚDE Nº 11 - PLANALTINA","UBS Nº 11 - PLANALTINA",5,14,"11576","UBS TIPO 1","SIM","99462-2349","Núcleo Rural Rajadinha II, Rua 02, Lote 16/17, Chácara Riacho Doce, Planaltina","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda - feira)","9h às 16:30 - segunda ","NÃO","OFFLINE","0","1","0","1","0","0","0","0","0","-15,746663","-47,662715","010100002042120000C9C859D8D3D447C03944DC9C4A7E2FC0",85,7,"C"
142,"UNIDADE BÁSICA DE SAÚDE Nº 11 - RECANTO DAS EMAS","UBS Nº 11 - RECANTO DAS EMAS",7,16,"9543945","UBS TIPO 1","SIM","3359-7664","QUADRA 01 LOTE 23 Salomão Elias","das 07h às 18h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","OFFLINE","0","2","0","2","0","0","0","0","0","-15,94217","-48,240685","010100002042120000A2D11DC4CE1E48C06E8B321B64E22FC0",71,9,"E"
119,"UNIDADE BÁSICA DE SAÚDE Nº 08 - CEILÂNDIA","UBS Nº 08 - CEILÂNDIA",6,4,"11045","UBS TIPO 2","NÃO","2017-2066","EQNP 13/17 ÁREA ESPECIAL A,B,C,D P. NORTE","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","SIM","SIM ","SIM","07:30h às 18:30h segunda a sexta e sábado 07:30 h às 11:30h","TERÇA - FEIRA","ONLINE","2","4","2","6","4","1","0","0","0","-15,806957","-48,129921","01010000204212000025085740A11048C07A8EC877299D2FC0",89,35,"C"
124,"UNIDADE BÁSICA DE SAÚDE Nº 08 - SAMAMBAIA","UBS Nº 08 - SAMAMBAIA",7,19,"7114397","UBS TIPO 2","NÃO","2017-1145, Ramal: 4910","QS 314 CONJ 05 LOTE 01","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","ONLINE","3","4","0","4","3","0","0","0","0","-15,876741","-48,067785","0101000020421200006614CB2DAD0848C0EB1F4432E4C02FC0",91,20,"E"
5,"UNIDADE BÁSICA DE SAÚDE Nº 01 - BRAZLÂNDIA","UBS Nº 01 - BRAZLÂNDIA",6,2,"11215","UBS TIPO 2","NÃO","2017-1324","EQ 6/8 SETOR NORTE ÁREA ESPECIAL 3","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","SIM","SIM","SIM","SIM","SIM ","SIM","07:30 h às 17:30h segunda a sexta","SEGUNDA E QUARTA","ONLINE","3","2","3","5","2","1","0","0","0","-15,677194","-48,194854","01010000204212000055BFD2F9F01848C04818062CB95A2FC0",6,35,"B"
2,"UNIDADE BÁSICA DE SAÚDE Nº 01 - ÁGUAS CLARAS","UBS Nº 01 - ÁGUAS CLARAS",7,1,"7108923","UBS TIPO 2","NÃO","3356-2296","QS 05 LT 24 AV. AREAL","das 07h às 22h de segunda a sexta","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","SIM","SIM","SIM"," 7:30h às 18:30h segunda a sexta e sábado 07:30h às 11:30h","QUINTA - FEIRA","ONLINE","3","6","0","6","3","1","0","0","0","-15,854389","-48,035669","010100002042120000923D42CD900448C0D11F9A7972B52FC0",3,20,NULL
20,"UNIDADE BÁSICA DE SAÚDE Nº 01 - RECANTO DAS EMAS","UBS Nº 01 - RECANTO DAS EMAS",7,16,"10804","UBS TIPO 1","NÃO","2017-2304","QUADRA 307 ÁREA ESPECIAL 01 CONJUNTO D","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","ONLINE","3","1","2","3","3","0","0","0","0","-15,919496","-48,101932","0101000020421200003B35971B0C0D48C00B9B012EC8D62FC0",19,10,"E"
130,"UNIDADE BÁSICA DE SAÚDE Nº 09 - GAMA","UBS Nº 09 - GAMA",8,7,"2779404","UBS TIPO 1","SIM","2017-1892","Rua libânio, Casa nº 13, Engenho das Lages - Gama","das 07h às 17h de segunda a sexta","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM - VOLANTE","VOLANTE (1 vez uma por semana na quinta feira)","08:30h às 15h - quinta feira","NÃO","ONLINE","1","1","0","1","1","0","0","0","0","-16,04388","-48,254283","010100002042120000E27668588C2048C0D0F23CB83B0B30C0",11,7,"B"
25,"UNIDADE BÁSICA DE SAÚDE Nº 01 - SÃO SEBASTIÃO","UBS Nº 01 - SÃO SEBASTIÃO",4,21,"10790","UBS TIPO 2","NÃO","6221 GESAP: 6223/ 6220 TEL. 2017-1376","CENTRO DE MULTIPLAS ATIV CONJ 10 - CENTRO - SSB","das 07h às 22h de segunda a sexta","SIM","NÃO","NÃO","NÃO","SIM","NÃO","SIM","SIM","SIM","SIM","SIM - DIÁRIO","SIM","08h às 18:30h de segunda a quinta-feira e 08hs as 12h sexta-feira","SEXTA - FEIRA (MANHÃ)","OFFLINE","5","8","2","10","9","1","0","0","0","-15,902241","-47,772632","010100002042120000EAEBF99AE5E247C07E384888F2CD2FC0",24,54,"B"
27,"UNIDADE BÁSICA DE SAÚDE Nº 01 - SOBRADINHO II","UBS Nº 01 - SOBRADINHO II",5,25,"11258","UBS TIPO 2","NÃO","98586-4397","AR 13 Conjunto 07 Lote 01, Área Especial, Sobradinho II","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","NÃO","NÃO","SIM - DIÁRIO","SIM","8h às 18h - segunda a sexta ","TERÇA E QUINTA
(8h às 12h)","OFFLINE","2","2","7","9","5","0","0","0","0","-15,644548","-47,824431","0101000020421200007F677BF486E947C088670932024A2FC0",56,35,"D"
28,"UNIDADE BÁSICA DE SAÚDE Nº 01 - TAGUATINGA","UBS Nº 01 - TAGUATINGA",7,26,"10901","UBS TIPO 2","NÃO","2017-1756 / 2017-1781/ 4290","QNG AE 18 /19","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","SIM","SIM","SIM"," 7:30h às 18:30h segunda a sexta e sábado 07:30h às 11:30h","TERÇA - FEIRA","ONLINE","2","5","2","7","4","1","0","0","0","-15,795407","-48,059483","01010000204212000080D591239D0748C0DA0418963F972FC0",26,26,"B"
30,"UNIDADE BÁSICA DE SAÚDE Nº 01 - VICENTE PIRES","UBS Nº 01 - VICENTE PIRES",7,28,"9056963","UBS TIPO 2","NÃO","2017-4300","RUA 4C CHAARA 12 - COLONIA AGRICOLA SAMAMBAIA","das 07h às 22h de segunda a sexta","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","SIM","SIM","SIM"," 7:30h às 18:30h segunda a sexta e sábado 07:30h às 11:30h","TERÇA - FEIRA","ONLINE","0","2","6","8","3","0","0","0","0","-15,819197","-48,02213","0101000020421200005721E527D50248C06FF607CA6DA32FC0",27,26,"B"
35,"UNIDADE BÁSICA DE SAÚDE Nº 02 - CRUZEIRO","UBS Nº 02 - CRUZEIRO",2,5,"10758","UBS TIPO 2","NÃO","2017-1900 Ramal 4240","Setor Escolar Lote 04 - Cruzeiro Velho","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","SIM","SIM","SIM - DIÁRIO","SIM","08h às 12h e de 13hs às 17:30 segunda a sexta e sábado 08 às 11:30h","SEGUNDA - FEIRA","ONLINE","2","0","5","5","2","1","0","0","0","-15,7835622","-47,9358883","010100002042120000C29A1430CBF747C07DC38E102F912FC0",31,59,"B"
36,"UNIDADE BÁSICA DE SAÚDE Nº 02 - ESTRUTURAL","UBS Nº 02 - ESTRUTURAL",3,22,"3513564","UBS TIPO 1","NÃO","2017-1145 (R-4111)","AE 19 s/n - Antigo TRE - CEP: 71255-230","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","OFFLINE","2","3","0","3","2","1","0","0","0","-15,781925","-47,998773","0101000020421200005C902DCBD7FF47C07FD93D7958902FC0",10,22,"D"
37,"UNIDADE BÁSICA DE SAÚDE Nº 02 - FERCAL","UBS Nº 02 - FERCAL",5,6,"11517","UBS TIPO 1","SIM","Não possui linha telefônica","Rodovia DF 205 Oeste Km 13 Núcleo Rural 13, Fercal, Catingueiro","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","SIM","8h às 16:30 - segunda a sexta ","NÃO","ONLINE","1","1","0","1","1","0","0","0","0","-15,588392","-47,922476","01010000204212000026AC8DB113F647C0C1745AB7412D2FC0",87,7,"B"
164,"UNIDADE BÁSICA DE SAÚDE Nº 19 - PLANALTINA","UBS Nº 19 - PLANALTINA",5,14,"9566988","UBS TIPO 1","NÃO","98457-2489","Setor Residencial Oeste, Vila Nossa Senhora de Fátima, Parque Sucupira, Planaltina-DF;","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda a sexta - feira)","8h às 16:30 - segunda a sexta","NÃO","OFFLINE","0","1","0","1","0","0","0","0","0","-15,604537","-47,660106","0101000020421200005AF2785A7ED447C0A471A8DF85352FC0",85,7,"C"
165,"UNIDADE BÁSICA DE SAÚDE Nº 19 - SÃO SEBASTIÃO","UBS Nº 19 - SÃO SEBASTIÃO",4,21,"3254909","UBS TIPO 1","NÃO","Não possui linha telefônica","RUA 7 CASA 400 VILA DO BOA - SSB","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","CAUTELA","NÃO","NÃO","NÃO","SIM","Todas as terças, quartas e quintas-feiras de 09h às 16h","NÃO","OFFLINE","0","0","1","1","0","0","0","0","0","-15,876576","-47,793017","0101000020421200000516C09481E547C0C0EAC891CEC02FC0",43,7,"E"
166,"UNIDADE BÁSICA DE SAÚDE Nº 20 - PLANALTINA","UBS Nº 20 - PLANALTINA",5,14,"9768637","UBS TIPO 2","NÃO","2017-1350 Ramal 1297","Área Especial 9 A, Setor Norte, Planaltina","das 07h às 18h de segunda a sexta, e sábado das 07h às 12h","SIM","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","SIM","SIM","SIM - DIÁRIO","SIM","8h às 18h - segunda a sexta","NÃO","OFFLINE","2","3","1","4","4","0","0","0","0","-15,611736","-47,651985","010100002042120000C53D963E74D347C05C92037635392FC0",52,35,"B"
82,"UNIDADE BÁSICA DE SAÚDE Nº 05 - ASA NORTE","UBS Nº 05 - ASA NORTE",2,10,"5117666","UBS TIPO 1","NÃO","20171145, ramal 2171 ou 2170","Vila Weslian Roriz Área especial 01 - Lago Norte","das 07h às 17h de segunda a sexta","SIM","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","VOLANTE (terça - feira)","09 às 12h e 13 às 16:00h Terça feira","NÃO","ONLINE","1","1","0","1","1","0","0","0","0","-15,7087085","-47,9136441","01010000204212000078D7344AF2F447C060CB2BD7DB6A2FC0",14,14,"C"
18,"UNIDADE BÁSICA DE SAÚDE Nº 01 - PARK WAY","UBS Nº 01 - PARK WAY",3,17,"11681","UBS TIPO 1","SIM","2017-1281","Área Especial - Vargem Bonita CEP: 71.750-000","das 07h às 18h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","CAUTELA","NÃO","NÃO","SIM - VOLANTE","NÃO","NÃO","NÃO","OFFLINE","1","1","0","1","1","0","0","0","0","-15,93361535","-47,93970645","0101000020421200008E4B0B4D48F847C05296C6D402DE2FC0",38,7,"C"
86,"UNIDADE BÁSICA DE SAÚDE Nº 05 - GUARÁ","UBS Nº 05 - GUARÁ",3,8,"9263632","UBS TIPO 1","NÃO","2017-4751","QE 38 - Conjunto ""O"" - Área Especial - Horta Comunitária","das 07h às 17h de segunda a sexta","SIM","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","TERÇA E QUINTA","OFFLINE","0","1","0","1","0","0","0","0","0","-15,848998","-47,970083","010100002042120000EAB303AE2BFC47C023BDA8DDAFB22FC0",50,7,"E"
92,"UNIDADE BÁSICA DE SAÚDE Nº 05 - SANTA MARIA","UBS Nº 05 - SANTA MARIA",8,20,"3144593","UBS TIPO 1","NÃO","2017-1145 - Ramal 5851","QR 212/213, Área Especial - Santa Maria","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","VOLANTE (quinzenal)","08:30h às 16:30 (de 15 em 15 dias)","NÃO","ONLINE","0","1","1","2","1","0","0","0","0","-16,0104389","-48,002336","0101000020421200003ECDC98B4C0048C0311BAE1FAC0230C0",73,22,"D"
93,"UNIDADE BÁSICA DE SAÚDE Nº 05 - SÃO SEBASTIÃO","UBS Nº 05 - SÃO SEBASTIÃO",4,21,"11363","UBS TIPO 1","SIM","6250/ 6251 TEL. 2017-1380 GSAP: 6322/ 6323","DF 140 KM 7,5 - AO LADO DA EMATER - SSB","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","CAUTELA","NÃO","NÃO","NÃO","SIM","Toda terça feira de 8h às 16h","NÃO","OFFLINE","2","1","1","2","1","0","0","0","0","-15,990927","-47,813177","010100002042120000016E162F16E847C06072A3C85AFB2FC0",55,22,"C"
96,"UNIDADE BÁSICA DE SAÚDE Nº 05 - TAGUATINGA","UBS Nº 05 - TAGUATINGA",7,26,"10626","UBS TIPO 2","NÃO","2017-4331","SETOR D SUL AE 23","das 07h às 22h de segunda a sexta","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","SIM","SIM","SIM","07:30h às 17:30h segunda a sexta","SEGUNDA - FEIRA","ONLINE","2","6","1","7","3","1","1","0","0","-15,85101627","-48,04710209","010100002042120000C70FF870070648C01F079067B8B32FC0",75,26,"B"
81,"UNIDADE BÁSICA DE SAÚDE Nº 04 - SOBRADINHO II","UBS Nº 04 - SOBRADINHO II",5,25,"6770665","UBS TIPO 1","NÃO","Não possui linha telefônica","Condomínio Mini-Chácaras, QMS 30 Área Especial 01, Sobradinho II","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","8h às 16:30 - segunda a sexta","NÃO","OFFLINE","1","1","0","1","1","0","0","0","0","-15,635683","-47,837392","0101000020421200004DF73AA92FEB47C0103FFF3D78452FC0",81,7,NULL
33,"UNIDADE BÁSICA DE SAÚDE Nº 02 - BRAZLÂNDIA","UBS Nº 02 - BRAZLÂNDIA",6,2,"6662358","UBS TIPO 2","NÃO","2017-1145/5142","QD 45 AE 01 - VILA SÃO JOSÉ - BRAZLÂNDIA/DF","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","SIM","SIM ","SIM","07:30 h às 17:30h segunda a sexta","TERÇA E QUINTA","ONLINE","3","3","2","5","3","0","0","0","0","-15,65894444","-48,19266667","010100002042120000F1562B4DA91848C0B15C672A61512FC0",29,35,"B"
113,"UNIDADE BÁSICA DE SAÚDE Nº 07 - RECANTO DAS EMAS","UBS Nº 07 - RECANTO DAS EMAS",7,16,"2779331","UBS TIPO 1","SIM","3404-3846","NÚCLEO RURAL CASA GRANDE - MONJOLO","das 07h às 18h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","CAUTELA","NÃO","NÃO","NÃO",NULL,"VOLANTE","NÃO","ONLINE","1","1","0","1","1","0","0","0","0","-15,964549","-48,099852","010100002042120000583849F3C70C48C06DC7D45DD9ED2FC0",71,9,"C"
143,"UNIDADE BÁSICA DE SAÚDE Nº 11 - SAMAMBAIA","UBS Nº 11 - SAMAMBAIA",7,19,"7771479","UBS TIPO 2","NÃO","98678-9952","QR 831 CONJUNTO 02","das 07h às 18h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","SIM","SIM","NÃO","NÃO","NÃO","08:30 às 17:00","SEGUNDA E QUARTA","OFFLINE","4","3","1","4","3","1","0","0","0","-15,885891","-48,150507","010100002042120000D76839D0431348C038A4518193C52FC0",54,20,NULL
31,"UNIDADE BÁSICA DE SAÚDE Nº 02 - ÁGUAS CLARAS","UBS Nº 02 - ÁGUAS CLARAS",7,1,"3742822","UBS TIPO 1","NÃO","não tem","QS 08 CONJ. 410 A LOTE 15","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","CAUTELA","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","ONLINE","1","1","0","1","1","0","0","0","0","-15,859553","-48,023901","010100002042120000BDAB1E300F0348C07D5BB05417B82FC0",3,9,NULL
47,"UNIDADE BÁSICA DE SAÚDE Nº 02 - SAMAMBAIA","UBS Nº 02 - SAMAMBAIA",7,19,"10774","UBS TIPO 2","NÃO","3459-9316","QS 611 AE 02","das 07h às 19h de segunda a sexta, e sábado das 07h às 12h ","SIM","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","SIM","SIM","SIM"," 7:30h às 18:30h segunda a sexta e sábado 07:30h às 11:30h","SEGUNDA - FEIRA","ONLINE","2","6","1","7","7","1","0","0","0","-15,875666","-48,109902","010100002042120000EBE1CB44110E48C03370404B57C02FC0",41,26,NULL
89,"UNIDADE BÁSICA DE SAÚDE Nº 05 - RECANTO DAS EMAS","UBS Nº 05 - RECANTO DAS EMAS",7,16,"7059892","UBS TIPO 2","NÃO","3331-1719","QUADRA 804 CONJUNTO 20B LOTE 01","das 07h às 18h de segunda a sexta","NÃO","#REF!","#REF!","#REF!","#REF!","#REF!","NÃO","SIM","SIM","NÃO","SIM","NÃO","NÃO","NÃO","ONLINE","1","4","1","5","2","0","0","0","0","-15,923448","-48,054167","010100002042120000DFC2BAF1EE0648C0FC1C1F2DCED82FC0",71,20,NULL
54,"UNIDADE BÁSICA DE SAÚDE Nº 03 - BRAZLÂNDIA","UBS Nº 03 - BRAZLÂNDIA",6,2,"3144658","UBS TIPO 1","NÃO","2017-1326","QUADRA 3 LOTE 6 AREA ESPECIAL Nº 02 SETOR VEREDAS","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","SIM","SIM","NÃO","SIM - VOLANTE","VOLANTE ( quarta - feira)","Volante - quarta-feira","NÃO","ONLINE","1","0","1","1","1","0","0","0","0","-15,66986111","-48,20044444","010100002042120000863BD529A81948C0E09F1009F8562FC0",47,7,"D"
122,"UNIDADE BÁSICA DE SAÚDE Nº 08 - PLANALTINA","UBS Nº 08 - PLANALTINA",5,14,"5050359","UBS TIPO 1","NÃO","2017-1145 Ramal 1400","CR 61 Casa 17, Vale do Amanhecer, Planaltina","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO ","NÃO","NÃO","SIM - VOLANTE","VOLANTE (segunda a sexta - feira)","9:30 às 16:30 - segunda a sexta","NÃO","OFFLINE","0","3","0","3","1","0","0","0","0","-15,677358","-47,652592","010100002042120000CCD0782288D347C0315EF3AACE5A2FC0",78,22,"C"
123,"UNIDADE BÁSICA DE SAÚDE Nº 08 - RECANTO DAS EMAS","UBS Nº 08 - RECANTO DAS EMAS",7,16,"2804247","UBS TIPO 1","SIM","3359-7003","DF 280 KM 03 QUADRA 04 SETOR HABITACIONAL AGUA QUENTE","das 07h às 18h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","CAUTELA","NÃO","NÃO","NÃO",NULL,"VOLANTE","NÃO","ONLINE","0","2","0","2","1","0","0","0","0","-15,937712","-48,228196","010100002042120000FC89CA86351D48C02D228AC91BE02FC0",71,9,"E"
125,"UNIDADE BÁSICA DE SAÚDE Nº 08 - SANTA MARIA","UBS Nº 08 - SANTA MARIA",8,20,"7559194","UBS TIPO 1","NÃO","2017-1145 - Ramal 5960","EQ 417/517 Módulo E, Centro Comunitário Cora Coralina - Santa Maria","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","NÃO","VOLANTE (quinzenal)","NÃO","NÃO","ONLINE","0","2","0","2","0","0","0","0","0","-16,0145","-47,98846","010100002042120000BCB376DB85FE47C0C1CAA145B60330C0",73,22,"E"
126,"UNIDADE BÁSICA DE SAÚDE Nº 08 - SÃO SEBASTIÃO","UBS Nº 08 - SÃO SEBASTIÃO",4,21,"7975295","UBS TIPO 1","SIM","6270 TEL. 99133-7620 GSAP: 6322/ 6323","BR 251 KM29- ESPAÇO NR N. P CAVAS DE BAIXO","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","CAUTELA","NÃO","NÃO","NÃO","SIM","Toda terça e quarta-feira de 09h às 16h","NÃO","OFFLINE","0","1","0","1","0","0","0","0","0","-15,971361","-47,708768","010100002042120000C539EAE8B8DA47C03F389F3A56F12FC0",55,7,"D"
121,"UNIDADE BÁSICA DE SAÚDE Nº 08 - PARANOÁ","UBS Nº 08 - PARANOÁ",4,12,"11630","UBS TIPO 1","SIM","99208-5419","BR 251 KM 07 PAD DF - PARANOÁ","das 07h às 17h de segunda a sexta","NÃO","NÃO","NÃO","SIM","NÃO","NÃO","NÃO","CAUTELA","NÃO","NÃO","SIM - DIÁRIO","VOLANTE  (sexta - feira)","Às sextas-feiras de 09 às 11:30h; 13:00h às 16h","NÃO","ONLINE","1","1","0","1","1","0","0","0","0","-15,999592","-47,563356","010100002042120000B000A60C1CC847C0BCAFCA85CAFF2FC0",35,7,NULL
