idprojeto,nuacao,nmacao,dsacao,dtinicio,dtfim,vlrecucacb,vlrecuentidecon,vlrecuentidfina,vlrecucontrapar,vlrecutotal,stacao,aprovacao_previa,centro_custo,centro_custo_adm,idtipo,nome_responsavel,telefone_responsavel,email_responsavel,dtinicio_realizada,dtfim_realizada,dtaprova_encerra_analista,dtaprova_encerra_entidadeprop,dtaprova_encerra_entidadeexec,motivo_encerramento,iddocscomprobatorios,iddocsencerramento,idmodelosimpressao,dtinicio_nova_previsao,dtfim_nova_previsao,comentario
2009,7,Consultoria para Análise estratégica e criação de produtos e roteiros,"Consultoria para desenvolvimento de forma conjunta com os empreendimentos participantes do projeto a criação de produtos turísticos, definição do portifólio de produtos e precificação, bem como, a adequação e posicionamento dos empreendimentos em roteiros locais já existentes e ainda a criação de um novo roteiro, bem como a elaboração de Planejamento Estratégico simplificado dos empreendimentos.",2021-04-15,2021-06-25,,,,,,ini,false,,,18,Rodrigo Ferreira,,,,,,,,,,,,2021-04-15,2021-06-25,
2010,1,Estruturação do projeto,Conjunto de atividades necessárias ao planejamento e estruturação do projeto,2021-04-01,2021-06-30,,,,,,enc,false,,,31,Camila Nayara Gonçalves,,,2021-04-23,2021-04-23,,,,co,,,,,2021-06-30,
2010,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2021-04-01,2021-06-30,,,,,,ini,false,,,56,Camila Nayara Gonçalves,,,,,,,,,,,,2021-04-01,2021-06-30,
2010,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias ao acompanhamento da execução das mensurações.,2021-04-01,2021-06-30,,,,,,ini,false,,,83,Camila Nayara Gonçalves,,,,,,,,,,,,2021-04-01,2021-06-30,
2010,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2021-04-01,2021-06-30,,,,,,ini,false,,,7,Camila Nayara Gonçalves,,,,,,,,,,,,2021-04-01,2021-06-30,
2010,5,Consultorias Melhoria de Gestão de Pessoas para o Núcleo de Materiais de Construção,Consultoria para Melhoria da Gestão de Estoque: O principal objetivo seria fazer o levantamento do lote econômico de compras e estoque mínimo ideais e quais os prazos a serem trabalhados de acordo com o prazo médio de recebimento.,2021-04-01,2021-06-30,,,,,,ini,false,,,18,Camila Nayara Gonçalves,,,,,,,,,,,,2021-04-01,2021-06-30,
2010,6,Consultoria para Melhoria da Gestão de Estoque: para o Núcleo de Petshop,O principal objetivo seria fazer o levantamento do lote econômico de compras e estoque mínimo ideais e quais os prazos a serem trabalhados de acordo com o prazo médio de recebimento.,2021-04-01,2021-06-30,,,,,,ini,false,,,17,Camila Nayara Gonçalves,,,,,,,,,,,,2021-04-01,2021-06-30,
2010,7,Cliente Oculto – Consultorias Individuais (Núcleo de Materiais de Construção e Petshops),"Promover um diagnóstico para avaliação a ser realizado por pesquisadores não identificados com o objetivo de detectar as percepções de um cliente potencial sobre a empresa visitada criando condições para que o empresário reconheça potencialidades, lacunas e oportunidades de melhoria no atendimento, processo de venda, ambiente e no visual do estabelecimento e ainda possibilitar que o empresário identifique ações de capacitação que conduzam ao aumento da competitividade e da sustentabilidade do seu negócio.",2021-05-01,2021-06-30,,,,,,ini,false,,,18,Camila Nayara Gonçalves,,,,,,,,,,,,2021-05-01,2021-06-30,
2011,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2021-03-01,2021-03-18,,,,,,enc,false,,,31,Dorvalina Augusto Torres,,,2021-04-23,2021-04-23,,,,co,,,,,2021-03-18,
2011,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto,2021-03-01,2021-06-30,,,,,,ini,false,,,56,Dorvalina Augusto Torres,,,,,,,,,,,,2021-03-01,2021-06-30,
2011,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2021-03-01,2021-06-30,,,,,,ini,false,,,83,Dorvalina Augusto Torres,,,,,,,,,,,,2021-03-01,2021-06-30,
2011,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2021-03-01,2021-05-31,,,,,,ini,false,,,7,Dorvalina Augusto Torres,,,,,,,,,,,,2021-03-01,2021-05-31,
2011,5,PAEM - Programa de Ascensão Empresarial para Malharias,"Objetivo O presente projeto tem por objetivo a realização dos seguintes estudos e trabalhos: • PAEM 1º Grau - Diagnóstico: Análise da situação atual da empresa em relação às suas tecnologias, produtos, logística interna, produção e finanças. 3. Metodologia Para a execução do projeto serão utilizados: Planilhas e know-how da Retilínea Consultoria em projetos desta natureza, utilizando de ferramentas adequadas para implantação do projeto. 4. Estratégia Para assegurar o êxito do projeto e a clareza nos procedimentos a serem executados e evitar desencontros de informações, este será dividido em etapas, previamente definidas no Plano Operacional e compartilhadas com o interessado. 5. Plano Operacional Diagnóstico: 1.1 – Coleta de Dados Financeiro; 1.2 – Análise Comportamental PHP – Perfil de Habilidades Profissionais; 1.3 – Análise do Negócio – Forças e Fraquezas; 1.4 – Reunião de Apresentação e Entrega do Diagnóstico. 6. Prazo A duração dos serviços é de 45 (quarenta e cinco) dias, conforme cronograma abaixo, o qual será utilizado para todos os fins do contrato de prestação de serviço. 7. Cronograma Destaca-se que para o cumprimento do cronograma é fundamental que os dados, documentos, além do comprometimento do pessoal envolvido sejam apresentados no formato e nas condições solicitadas. O cronograma abaixo demonstra as etapas que deverão ser concluídas no período de vigência do contrato. 1.1 – Coleta de Dados Financeiro Período: 19/04/2021 à 07/05/2021 Visitas Presenciais: 2 dias para visitar todas as empresas que deverão ocorrer entre os dias 19/04/2021 e 23/04/2021 1.2 – Análise Comportamental PHP – Perfil de Habilidades Profissionais Período: 10/05/2021 à 14/05/2021 1.3 – Análise do Negócio – Forças e Fraquezas Período: 17/05/2021 à 21/05/2021 1.4 – Reunião de Apresentação e Entrega do Diagnóstico Período: 31/05/2021 à 04/06/2021 Agenda Individual com reunião de 3 horas na sede da Retilínea Consultoria em Monte Sião/MG 8. Entrega e acompanhamento do serviço Os serviços serão entregues através de relatórios, gráficos e planilhas. O acompanhamento do projeto será realizado através do Cronograma e Gráficos de status do projeto, enviados semanalmente por e-mail.",2021-03-01,2021-06-30,,,,,,ini,false,,,32,Cleide Ribeiro,,,,,,,,,,,,2021-03-01,2021-06-30,
2012,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2020-06-01,2020-07-01,,,,,,enc,false,,,31,,,,2020-09-22,2020-09-22,,,,co,,,,2020-06-01,2020-09-22,
2012,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2020-07-20,2021-02-28,,,,,,enc,false,,,56,,,,2020-09-22,2022-01-27,,,,co,,,,2020-09-22,2021-02-28,
2012,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2020-07-20,2021-02-28,,,,,,enc,false,,,83,,,,2020-09-22,2022-01-27,,,,co,,,,2020-09-22,2021-02-28,
2012,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2020-07-20,2021-02-28,,,,,,enc,false,,,18,,,,2020-09-15,2022-01-27,,,,co,,,,2020-09-15,2021-02-28,
2012,5,Capacitações e consultorias nas áreas de administração de empresas.,"Realizar cursos, treinamentos e consultorias (individuais e coletivas) com temas relacionados às diversas atividades da administração de empresas.",2020-07-20,2021-02-28,,,,,,enc,false,,,10,,,,2020-10-30,2021-06-25,,,,co,,,,2020-10-30,2021-02-28,
2012,6,"Capacitações e consultorias em marketing, vendas e e-commerce.","Realizar cursos, treinamentos e consultorias (individuais e coletivas) nas áreas de marketing (online e off-line), vendas e e-commerce.",2020-07-20,2021-02-28,,,,,,enc,false,,,10,,,,2020-09-22,2021-06-25,,,,co,,,,2020-09-22,2021-02-28,
2012,7,"Capacitações e consultorias para indústria, empresas de serviços e do comércio varejistas.","Realizar cursos, treinamentos e consultorias (individuais e coletivas) nas indústrias, empresas de serviços e do comércio varejistas.",2020-07-20,2021-02-28,,,,,,enc,false,,,10,,,,2020-11-12,2021-06-25,,,,co,,,,2020-11-12,2021-02-28,
2012,8,Capacitações e consultorias nas áreas de gestão empresarial,"Realizar cursos, treinamentos e consultorias (individuais e coletivas) nas áreas de gestão empresarial nas empresas atendidas pelo projeto.",2020-07-20,2021-02-28,,,,,,enc,false,,,10,,,,2021-02-04,2021-06-25,,,,co,,,,2020-07-20,2021-02-28,
2013,1,Ação 1: Estruturação do Projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2020-11-15,2020-12-15,,,,,,ini,false,,,31,Belchior Gonçalves da Silva,,,,,,,,,,,,2020-11-15,2020-12-15,
2013,2,Ação 2: Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2020-11-15,2021-05-30,,,,,,ini,false,,,56,Belchior Gonçalves da Silva,,,,,,,,,,,,2020-11-15,2021-05-30,
2013,3,Ação 3: Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2020-11-01,2021-05-30,,,,,,ini,false,,,83,Belchior Gonçalves da Silva,,,,,,,,,,,,2020-11-01,2021-05-30,
2013,4,Ação 4: Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2020-11-01,2021-05-30,,,,,,ini,false,,,7,Belchior Gonçalves da Silva,,,,,,,,,,,,2020-11-01,2021-05-30,
2013,5,Ação 5: Realização de um “Business Study” – Estudo do Negócio dos participantes,"Realizar um “Business Study” – Estudo do negócio de forma 360º de cada empresa para analisar processos e levantar o grau de desenvolvimento organizacional - DO médio do grupo de participantes em preparação para o replanejamento estratégico de cada empresa. São 5 dias de visita in loco, entrevistas, diagnose, pesquisas e análises em cada empresa.",2020-12-10,2021-03-15,,,,,,ini,false,,,32,Belchior Gonçalves da Silva,,,,,,,,,,,,2020-12-10,2021-03-15,
2013,6,Ação 6: Missão técnica ao APL de Ferramentaria de Joinville/SC,"Missão técnica de 5 dias ao APL de Ferramentaria de Joinville, ACE de Joinville, Sindicato Metal Mecânico de Joinville e visita a empresas de Joinville, com objetivo de observar o resultado por meio de cooperação entre empresários e entidades, aprimorar processos e ampliar mercado.",2021-01-20,2021-04-20,,,,,,ini,false,,,79,Belchior Gonçalves da Silva,,,,,,,,,,,,2021-01-20,2021-04-20,
2014,1,Ação 1: Estruturação do Projeto,Ação obrigatória,2021-01-01,2021-05-31,,,,,,ini,false,,,31,Cleide Isabel Basiqueto Ribeiro,,,,,,,,,,,,2021-01-01,2021-05-31,
2014,2,Ação 2: Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2021-01-04,2021-05-31,,,,,,ini,false,,,56,Cleide Isabel Basiqueto Ribeiro,,,,,,,,,,,,2021-01-04,2021-05-31,
2014,3,Ação 3: Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2021-01-04,2021-05-31,,,,,,ini,false,,,83,Cleide Isabel Basiqueto Ribeiro,,,,,,,,,,,,2021-01-04,2021-05-31,
2014,4,Ação 4: Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2021-01-04,2021-05-31,,,,,,ini,false,,,7,Cleide Isabel Basiqueto Ribeiro,,,,,,,,,,,,2021-01-04,2021-05-31,
2014,5,Ação 5: Acesso a novos mercados,"Introduzir, de forma prática a tática, os conceitos do varejo contemporâneo e discutir os cenários atuais, abordando as melhores práticas para elevar a competitividade dois negócios desse segmento, ajudando os empresários a entender que é necessário buscar a inovação e diferenciação para sobressair nesse mercado competitivo.",2021-01-01,2021-05-31,,,,,,ini,false,,,2,Alina Mendes,,,,,,,,,,,,2021-01-01,2021-05-31,
2014,6,Ação 6: Capacitação em Marketing Digital,"Realizar capacitação para os empresários em marketing digital com carga horaria de 16 horas, mais complementação de 4 horas de consultoria individual por empresa, totalizando 20h.",2021-01-04,2021-05-31,,,,,,ini,false,,,10,Alina Mendes,,,,,,,,,,,,2021-01-04,2021-05-31,
2015,1,Ação 1: Estruturação do Projeto,Ação obrigatória,2020-12-01,2021-01-10,,,,,,ini,false,,,31,Cleide Isabel Basiqueto Ribeiro,,,,,,,,,,,,2020-12-01,2021-01-10,
2015,2,Ação 2: Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2021-01-04,2021-05-31,,,,,,ini,false,,,56,Cleide Isabel Basiqueto Ribeiro,,,,,,,,,,,,2021-01-04,2021-05-31,
2015,3,Ação 3: Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2021-01-04,2021-05-31,,,,,,ini,false,,,83,Cleide Isabel Basiqueto Ribeiro,,,,,,,,,,,,2021-01-04,2021-05-31,
2015,4,Ação 4: Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2021-01-04,2021-05-31,,,,,,ini,false,,,7,Cleide Isabel Basiqueto Ribeiro,,,,,,,,,,,,2021-01-04,2021-05-31,
2015,5,Ação 5: Rodada de Negócios,"SERÁ UM EVENTO EM FORMATO ON-LINE, REALIZADO COM O OBJETIVO EXCLUSIVO DE IDENTIFICAR OPORTUNIDADES COMERCIAIS, OU SEJA, DEMANDAS NÃO ATENDIDA OU ATENDIDA COM FALHAS, ALÉM DE CONECTAR COMPRADORES E FORNECEDORES EM ATMOSFERAS PENSADAS PARA A REALIZAÇÃO DE NEGÓCIOS.",2021-01-04,2021-05-31,,,,,,ini,false,,,101,Cleide Isabel Basiqueto Ribeiro,,,,,,,,,,,,2021-01-04,2021-05-31,
2016,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2021-02-01,2021-02-05,,,,,,ini,false,,,31,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-02-05,
2016,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto,2021-02-01,2021-06-30,,,,,,ini,false,,,56,Márcio Vieira,,,,,,,,,,,,2021-02-01,2021-06-30,
2016,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2021-02-01,2021-06-15,,,,,,ini,false,,,83,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-06-15,
2016,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2021-02-01,2021-06-30,,,,,,ini,false,,,7,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-06-30,
2016,5,Capacitação dos empresários Nucleados em Gestão Estratégica,"Desenvolver e aprimorar o conhecimento dos empresários participantes do núcleo, através de capacitação sobre o tema de Gestão Estratégica. Curso com previsão de 20 horas",2021-02-02,2021-03-10,,,,,,ini,false,,,10,Laís Bocalcon,,,,,,,,,,,,2021-02-02,2021-03-10,
2016,6,Capacitação dos empresários Nucleados em Gestão Financeira,"Desenvolver e aprimorar o conhecimento dos empresários participantes do núcleo, através de capacitação sobre o tema de Gestão Financeira. Curso com previsão de 20 horas.",2021-03-02,2021-04-15,,,,,,ini,false,,,10,Laís Bocalcon,,,,,,,,,,,,2021-03-02,2021-04-15,
2016,7,Capacitação dos empresários Nucleados em Gestão Tributária,"Desenvolver e aprimorar o conhecimento dos empresários participantes do núcleo, através de capacitação sobre o tema de Gestão Tributária. Curso com previsão de 20 horas.",2021-04-20,2021-05-20,,,,,,ini,false,,,10,Laís Bocalcon,,,,,,,,,,,,2021-04-20,2021-05-20,
2017,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2021-02-01,2021-02-05,,,,,,ini,false,,,31,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-02-05,
2017,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto,2021-02-01,2021-06-30,,,,,,ini,false,,,56,Márcio Vieira,,,,,,,,,,,,2021-02-01,2021-06-30,
2017,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2021-02-01,2021-06-15,,,,,,ini,false,,,83,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-06-15,
2017,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2021-02-01,2021-06-30,,,,,,ini,false,,,7,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-06-30,
2017,5,Capacitação dos empresários Nucleados em finanças,Desenvolver e aprimorar o conhecimento dos empresários participantes dos núcleos através de capacitação sobre o tema de Finanças. O curso apresenta duração de 12 horas.,2021-02-01,2021-03-20,,,,,,ini,false,,,10,Fabíola Scolaro,,,,,,,,,,,,2021-02-01,2021-03-20,
2017,6,Capacitação dos empresários Nucleados em Marketing,Desenvolver e aprimorar o conhecimento dos empresários participantes dos núcleos através de capacitação sobre Marketing. O curso apresenta duração de 12 horas.,2021-03-12,2021-05-30,,,,,,ini,false,,,10,Joice Rosenscheg,,,,,,,,,,,,2021-03-12,2021-05-30,
2018,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2021-02-01,2021-02-05,,,,,,ini,false,,,31,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-02-05,
2018,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2021-02-01,2021-06-30,,,,,,ini,false,,,56,Márcio Vieira,,,,,,,,,,,,2021-02-01,2021-06-30,
2018,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2021-02-01,2021-06-15,,,,,,ini,false,,,83,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-06-15,
2018,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2021-02-01,2021-06-30,,,,,,ini,false,,,7,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-06-30,
2018,5,Consultoria de Branding Empresarial,"Fortalecer o posicionamento das marcas das empresas participantes do Núcleo. Pretende-se, através da realização de consultoria de branding, auxiliar os empresários atendidos a estabelecer estratégias para suas marcas, tornando-a mais fortes, competitivas, reconhecidas e desejadas pelo público. As consultorias serão individuais, totalizando 6 horas por empresa (54h para o projeto todo).",2021-02-02,2021-04-10,,,,,,ini,false,,,18,Claiton Leske,,,,,,,,,,,,2021-02-02,2021-04-10,
2018,6,Mentoria para Desenvolvimento do Perfil Empreendedor,"Desenvolver e aprimorar as competências empresariais e comportamentais dos empresários. Busca-se expandir a visão empreendedora dos nucleados, levando-os a conhecer os pontos fracos e fragilidades de suas empresas, para que possam potencializar os resultados empresariais e superar desafios pessoais. As mentorias serão realizadas individualmente, on-line, em 2 encontros de 2 horas cada, totalizando 4 horas (total geral de 32h).",2021-04-10,2021-05-25,,,,,,ini,false,,,18,Claiton Leske,,,,,,,,,,,,2021-04-10,2021-05-25,
2019,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2021-02-01,2021-02-05,,,,,,ini,false,,,31,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-02-05,
2019,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2021-02-01,2021-06-30,,,,,,ini,false,,,56,Márcio Vieira,,,,,,,,,,,,2021-02-01,2021-06-30,
2019,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2021-02-01,2021-06-15,,,,,,ini,false,,,83,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-06-15,
2019,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2021-02-01,2021-06-30,,,,,,ini,false,,,7,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-06-30,
2019,5,"Capacitação em Marketing Digital, Ferramentas e Plataformas","Capacitar os terapeutas atendidos em temas de marketing digital, ferramentas e plataformas. Pretende-se auxiliar os nucleados por meio de um “passo a passo” para criação das redes, formação de audiência e geração de novos negócios a partir das redes sociais. O Conteúdo programático planejado é: 
Modulo I: Facebook, Instagram, Youtube e outras redes Como criar sua conta Postagens e layouts  
Modulo II: Criação da audiência Persona Planejamento de conteúdo 
Modulo III: Tráfego pago Facebook e Instagram Ads Google Adwords
Modulo VI:  Mentoria coletiva grupal",2021-02-02,2021-03-25,,,,,,ini,false,,,10,Claiton Leske,,,,,,,,,,,,2021-02-02,2021-03-25,
2019,6,Capacitação em Comunicação de Resultados,"Desenvolver e aprimorar o conhecimento dos empresários participantes através de capacitação com carga horária de 28h. A capacitação tem como objetivo levar aos terapeutas ferramentas e técnicas que os ajude a se expressarem melhor, aprimorando seus desempenhos, gerando mais assertividade e garantindo atendimentos humanizados e lucrativos. O conteúdo programático é:
1. Técnicas avançadas para diálogos assertivos;
2. Técnicas para apresentar projetos, vender produtos, serviços e principalmente ideias;
3. Técnicas de argumentação, contra-argumentação, refutação e improviso;
4. Ferramentas de autoconhecimento, autoconfiança, autoestima, e empoderamento de longo prazo;
5. Nível avançado de neuro marketing e neuro persuasão com práticas avançadas (pracctitioner) de PNL e gatilhos mentais;
6. Técnicas de etiqueta, postura e comportamento empresarial e terapêutico;
7. Técnica de escuta ativa com foco no atendimento humanizado para melhorar o engajamento interno nas empresas e melhorar a qualidade no atendimento com os clientes; 
8. Técnicas de controle emocional, medo, ansiedade, estresse, nervosismo e branco de memória com reflexão profunda em nível subconsciente, dando condições de ressignificar conflitos e traumas de experiências mal resolvidas do passado e aumentando a habilidade soco emocional;
9 - Técnicas de modelos de roteiros;
10 - Jogos cognitivos e técnicas de mindfulness (meditação) com foco em aumento de produtividade e controle de preocupações.",2021-03-01,2021-05-20,,,,,,ini,false,,,10,Claiton Leske,,,,,,,,,,,,2021-03-01,2021-05-20,
2019,7,Capacitação em Gestão Financeira,"Desenvolver e aprimorar o conhecimento dos terapeutas participantes através de capacitação com carga horária de 20h. A capacitação tem como objetivo ensinar ao terapeuta controles financeiros e técnicas de análise de custos: custos fixos e variáveis, ponto de equilíbrio, fluxo de caixa, DRE, pró-labore e distribuição de lucro, planejamento orçamentário, projeção financeira, indicadores, controle e inadimplência.",2021-03-01,2021-05-20,,,,,,ini,false,,,10,Claiton Leske,,,,,,,,,,,,2021-03-01,2021-05-20,
2020,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2021-02-01,2021-02-05,,,,,,ini,false,,,31,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-02-05,
2020,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2021-02-01,2021-06-30,,,,,,ini,false,,,56,Márcio Vieira,,,,,,,,,,,,2021-02-01,2021-06-30,
2020,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2021-02-01,2021-06-15,,,,,,ini,false,,,83,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-06-15,
2020,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, TF como base para a análise do projeto.",2021-02-01,2021-06-30,,,,,,ini,false,,,7,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-06-30,
2020,5,CAPACITAÇÃO PARA O DESENVOLVIMENTO PESSOAL E EMPRESARIAL,"Capacitar a mulher empresária para enfrentar os desafios e mudanças que surgem constantemente no mundo dos negócios. Busca-se demonstrar a necessidade de inserção e utilização de novos métodos, ferramentas, processos e novas tecnologias para garantir sua participação no mercado e tornar empresas mais competitivas. A ação contemplará: 
•	01 workshop de Inteligência Emocional de Empreendedora, 4h
•	01 curso de gestão de vendas, 8h, para as empreendedoras e seus colaboradores
•	01 curso de gestão estratégica de pessoas, 8h
•	01 oficina de Mindset Empreendedor, 4h
•	01 curso de gestão financeira, 8h",2021-02-04,2021-05-31,,,,,,ini,false,,,10,Lucinéia Antonia D. Castro,,,,,,,,,,,,2021-02-04,2021-05-31,
2020,6,FÓRUM DE LIDERANÇAS FEMININAS,"Promover o debate com lideranças femininas, abordando temas como mercado de trabalho, participação da mulher na política, empreendedorismo e protagonismo feminino, direitos da mulher e família. O objetivo da ação é fortalecer o empoderamento feminino e a consciência de sua importância para a construção de uma sociedade mais justa, igualitária e humana. A ação será realizada no mês de março para comemorar o Dia Internacional da Mulher e contará com mulheres líderes em suas áreas de atuação, como convidadas debatedoras, interagindo com as nucleadas e suas colaboradoras. Público estimado em 50 pessoas, sendo 14 nucleadas e 36 colaboradoras (máximo de 2 colaboradoras por empresa).",2021-02-01,2021-05-31,,,,,,ini,false,,,34,Caren Kelli Jenczmionki,,,,,,,,,,,,2021-02-01,2021-05-31,
2020,7,Curso aperfeiçoamento do Marketing Digital,"Auxiliar a empreendedora a ganhar tempo e produtividade na utilização das mídias digitais, de modo a potencializar seus negócios através dessas ferramentas, assim como auxiliar nas vendas através do comércio eletrônico e, consequentemente, aumentar o faturamento e a rentabilidade das empresas nucleadas. A ação é composta pela realização de dois cursos presenciais de 8 horas cada, totalizando 16 horas de cursos.",2021-02-01,2021-05-31,,,,,,ini,false,,,10,Kelly Ramos,,,,,,,,,,,,2021-02-01,2021-05-31,
2021,1,Estruturação do projeto,Ação obrigatória formada pelo conjunto de atividades necessárias ao planejamento e estruturação do projeto.,2021-02-01,2021-02-05,,,,,,ini,false,,,31,Iraci Salete Mataczinski,,,,,,,,,,,,2021-02-01,2021-02-05,
