idfile,idreuniao,dsfile,nmfile,dtupload,dsextensao
cbc741965f2db7dd2739cd609c557923,435,REUNIÃO Nº 65,65 R.SBZ 01-2008 ACIT,2008-05-08,doc
cbd5b682d3eb959ed24a9ec2e40696a6,7649,Palestra,DSC_5393.JPG,2010-01-11,jpg
cbe4a504ad58439b749e17b956b07020,11700,Participação em feira de São Paulo,MISSÃO N. ARTES. 4ª B. PATCH WORK 14 ABRIL.JPG,2011-12-13,jpg
cbe6172e3a895e4ecd5def6f91d85008,7065,Relatorio,04 Relatorio 23.11,2009-12-04,doc
cbf833227505441d6b8a2aedd0766267,1436,ata da reunião,Ata de reunião 72 01 09 08,2008-09-03,doc
cc0d551f67c5f65853b184da1d308fe3,9766,Lista de presença 1,30 de setembro_1.JPG,2010-10-01,jpg
cc2674b49dfe003e809a7bab49b90eb3,7293,ATA,11 ata de reunião,2009-12-15,doc
cc56402aad1bca9a10a92bf607fb21bb,9307,Ata da Reunião,Ata de Reunião 07-2010,2010-08-02,doc
cc5ecb47878ba4ab41b45fef9c1a149e,10549,Reunião ordinária,1° encontro.JPG,2011-02-11,jpg
cc967754b9ac9df15022e60540403ca5,9469,Ata 95ª Reunião.,ATA ART 95ª 14082010,2010-08-19,doc
cccd8183b6bb38775044f0d28c01aed0,3827,Ensaio Geral II Desfile (adultos),DSC06300_01.JPG,2009-05-07,jpg
ccdfcb379024d9e0f560e5e7048a08dc,12006,reuniao de reparadores,reparadores,2012-05-10,jpg
ccf07bb2501690c291361e73c9068f5c,9337,Lista de presença 2.,03 de agosto_2,2010-08-17,jpg
ccf1b5c652736bb39c2a4792e0162b09,5625,fotos,MISSÃO PARA EXPO HAIR EM RIBEIRÃO PRETO,2009-09-04,doc
cd5efeb63f46300425c7ba8268471b11,1756,ata da reunião,04 Ata de reunião 25 09 08 PLANO DE AÇÃO,2008-09-26,doc
cd9f8d1d69a45af280df7406d5c0136d,10318,Lista de presença,02 de Dezembro.JPG,2010-12-10,jpg
cdc1809bd8f9c532eabbdea0b6e1267a,5306,Relatório de reunião de 15/04/2009,Relatório reunião 150409,2009-08-20,doc
cdde1c8dcee2410a9f614c43ff9ff6bd,1940,curso de corte,DSC01165.JPG,2008-10-15,jpg
cdf8eb6fbfcd40a682ccccfbe3991252,6986,RELATORIO DA REUNIÃO,reunião 33 19.10,2009-12-02,doc
ce03f736ffc27e53185f71fc1cc90c47,11540,Reunião Realizada em: 20-10-2011,Reunião Hospedagem -20.10.11,2011-10-21,doc
ce0fceed866edcd3021a2bcca6ed2aff,2934,Relatorio de reunião,Reunião 14.10.08,2008-12-30,doc
ce11e93a14042d19ac3a7ae6b663e325,11034,fotos da reunião,Cópia (2) de P1010408.JPG,2011-06-20,jpg
ce258a275f6d67caa7d7a6f815818416,8380,Ata de Reunião,05 Ata Reunião 09 03 10,2010-04-09,doc
ce370c458d502e69be233b59f741ce97,2242,Relatório 1ª Reunião,Relatório da 1ª Empresários Pedrinha-Gomeral,2008-11-01,doc
ce419c3ba3cf495616b800ae89107203,2382,CLINICA TECNOLOGICA DE HIGIENE,57 R.MSG 05-2008,2008-11-12,doc
ce5db981e322cd03e107903e59bb1e73,9488,Lista de presença 2.,19 de agosto_2,2010-08-27,jpg
ce6c877e852fb2fa85f4fef2412580d6,8033,relatório de reuião,Rede Amiga.Pauta 02.02.2010,2010-02-10,doc
ce6c877e852fb2fa85f4fef2412580d6,8276,relatório de reunião,Rede Amiga.Pauta 02.02.2010,2010-03-29,doc
ce80900c76168f757f851fb272c3a5cb,2701,DIAGNÓSTICO MOVELEIROS DE COLOMBO,NÚCLEO SETORIAL MÓVEIS COLOMBO-PR.-1,2008-11-26,doc
ce89b7813dfb5887b55777c6f92b72ad,7766,Ata,ata 3,2010-01-19,doc
ce89b7813dfb5887b55777c6f92b72ad,7767,Ata,ata 3,2010-01-19,doc
ce8bb4ac2441c19f3259606ba1047318,2835,ATA,ATA ART 40ª 14102006,2008-12-24,doc
ced845ca0ef8db748be012ff67481099,1657,Ata 4ª reunião,Rel.Reunião Núcleo-Conf.4ª reunião,2008-09-22,doc
cef4c768d1aed3fcd34f2bca9ff770ab,12721,Reunião Realizada em 19/02/2013.,Reunião Rural 19.02.2013,2013-04-15,docx
cefff1f1ed4358b1a0cefc959970de81,2859,ATA,ATA ART 64ª 06102007,2008-12-24,doc
cf18ef75485624eef7f9fc81a96dfe6a,8272,Ata de reunião,21 Ata de curso  24 02 2010,2010-03-29,doc
cf33c56281cb43ac88ad3220812fd8b0,2159,ATA 2ª REUNIÃO,ATA ART 2ª 09072005,2008-10-24,doc
cf33ca507a53332b11b15f3cdf22898b,12540,Reunião Realizada em 17/04/2012.,Reunião Rural 17.04.12,2012-12-28,doc
cf8902244a9fe1cf1e1e01b027a88a0f,12171,Reunião Realizada em 09/03/2012.,Reunião N. Gastronomico 09.03.12,2012-07-25,doc
cf8ac41a71a66cb9bdbd0f3c3a6d1635,7826,13º Relatório A&R 08,13º Reunião N. Beleza- A&R,2010-01-23,doc
cf98c6921e46b94d95384ede11b4beca,4425,"METAPLAN CURTO, MEDIO E LONGO PRAZO",METAPLAN(1),2009-06-22,xls
cfb490599ec2237262a522fb60449577,2061,ATA 23ª REUNIÃO,ATA CONF 23ª 07072005,2008-10-22,doc
cff39291ca94f9bdee340c614cf68c05,10558,Lista de presença.,Curso de Prevenção de Fraudes,2011-02-18,jpg
cff39291ca94f9bdee340c614cf68c05,10559,Lista de presença.,Curso de Prevenção de Fraudes,2011-02-18,jpg
d040b4d1875a270423d0b2ef5d658cce,2999,ata de reunião,Ata de Reunião 086,2009-01-16,doc
d0423eb757f459c80271c597df5f371d,2166,ATA 8ª REUNIÃO,ATA ART 8ª 20082005,2008-10-24,doc
d047643739308da770ec06b51c2376ad,5555,foto,Relatorio95235,2009-09-02,jpg
d07ae4482b259a7c747231ded9321836,7813,Ata,ATA 6,2010-01-22,doc
d0a2396befb80e1df85bce4481e21841,12123,Reunião Realizada em 27/04/2012.,Reunião Aventura 27.04.12,2012-06-28,doc
d0ac9ec84d2dce8cc6f5785a0bd754a2,7095,Folder do Festival Gastronomico da Banana,Folder do Festival Gastronomico,2009-12-14,jpg
d0b36f1cffc526909047da559ce522ef,9130,Foto da Palestra,15 de abril - Palestra.JPG,2010-07-06,jpg
d0b922f1515a45bb4883432c0f534099,7727,Ata,ATA 6 REUNIÃO,2010-01-18,doc
d0c4ae4c21fb1d9219acd362ae6e458b,7793,Ata,ATA 27,2010-01-20,doc
d0c6f71fd0feccabe633d8e724736f4d,12672,Reunião Realizada em 26.02.2013,Reunião com Todos os Núcleos Turismo - Guia 4 Rodas 26.02,2013-03-20,doc
d0cb8771c663cb7fad76144366b964e5,5618,RELATORIO DA REUNIÃO,02 Relatorio 04.08,2009-09-04,doc
d0f34831e4f4d6dcf4388843749b4b28,2959,Reunião 25/09/2007,LISTA PRESENÇA 25 09,2009-01-08,doc
d1493cab50748edc0507436a764bdf12,3309,RELATORIO DE REUNIÃO,2008_10_01 21,2009-03-23,doc
d15cea5ba07dbccbb3b20eba1428a108,693,ata,Ata de reunião 49 - 13 05 08,2008-06-11,doc
d19c608e1fafe69b840e6ef801524627,1478,Reunião de Planejamento,100_5823,2008-09-09,jpg
d1a148f8f37ec96921b0ea9d7f765cfb,3150,Relatório da Reunião,2008_11_19 25,2009-02-28,doc
d1a2cb7c14d26839e9b457c2956cc36e,3308,RELATORIO DE REUNIÃO,2008_09_17 20,2009-03-23,doc
d1e9cdde45f4d849783f4d9f864b4ba9,7229,Relatorio,Reunião Panificadoras22 setembro,2009-12-14,doc
d1eb144470b5218dfa7615d4bf074e4e,5790,Lista de Presença,Palestra Juntas de Cabeçote,2009-09-17,pdf
d22364aa947e99b34976ec49089d577f,7727,Lista Presença 2,lista 2,2010-01-18,doc
d22b5f6a6ea5ae5232a579dfef16f7c1,2284,Ata de Reunião,ATA DE REUNIAO  Imobiliarias julho 02,2008-11-03,doc
d23bb2e49e52ddd1036826b180c6900b,1768,apresentação Radiex,Ações Neom setembro.2008,2008-09-29,doc
d24450a68e1a2eb0f163e21dc6779f32,4129,Ata - 28/05/2009,Ata 36 - 28 05 09,2009-06-04,doc
d25c15caf443e5d5dbc23d0607385110,11145,Ata 104ª Reunião,ATA ART 104ª 11062011,2011-06-17,doc
d265f38e519b94f8d58aa67e6d8b2c91,6348,Ata reunião 13 10 09,07 Ata de reunião - 13 10 09,2009-10-22,doc
d27c392d6a565ac57a01cd3ec8c42d5a,10594,Lista de presença 2,15 de Fevereiro_2_Info,2011-03-01,jpg
d281804a8faa5738c46a54b7509ce2a5,10557,Lista de presença 2,10 de Fevereiro_2,2011-02-18,jpg
d2849bc4b6653d919e1f2180f58500a7,7301,FOTO LANÇAMENTO,empreender 11,2009-12-15,jpg
d29a461c2eb79a37983c2485e2b91ddf,2085,RELATÓRIO DEVOLUTIVA DO D.E.,REL DEVOLUTIVA D E 23112006,2008-10-22,doc
d2a809f8171fc91e76dcf45e23db3c69,9693,Lista de presença 1,10 de setembro_1,2010-09-24,jpg
d2ae8d09a21adadb06431c1eab7a1cf5,12153,Palacio Baterias,2012-07-12 20.16.18,2012-07-16,jpg
d2b89e4b617c6b026c1465c7b903901d,5738,Fraquezas do Núcleo,Fraquezas,2009-09-23,jpg
d2c214548c47975ff7e6f714076d0ed9,7773,Ata,ata 10,2010-01-19,doc
d2c39cdf5889dcbbcabc6be29c8aee74,2179,ATA 14ª REUNIÃO,ATA ART 14ª 05112005,2008-10-24,doc
d2ca599f0f646150e4144c85d2b483b5,1293,DESCRIÇÃO,16a. Alimínio 08-02-07,2008-08-13,doc
d2cbdb11ae7f6fc1885141a04bf21e3f,12095,america,HPIM0267.JPG,2012-06-21,jpg
d2d278d2786dc535e20626cd49730ad2,12521,Reunião Realizada em 07/12/2012.,Reunião Hospedagem - 07.12.12,2012-12-19,docx
d2d9969c496ea208232682792b077ca8,7251,Relatorio,Beleza 19 de Outubro,2009-12-14,doc
d2dad17bf4e33cb3953a4f0cde2b774b,7812,Ata,ATA 5 - REUNIÃO,2010-01-22,doc
d2ed95a4c6588b964a12cfd0164fb872,4605,Ata reunião dia 25/06,Ata dia 25-06,2009-07-01,doc
d2fa5ada256da68c01e9d411ae89f832,12573,Reunião Realizada em 01/08/2011.,Reunião do Aventura 01.08.2011,2013-01-17,doc
d2fb747e2fa118d1d0de2eb067a78c52,6502,relatório reunião 02 cogumelos,RELATÓRIO PLANEJAMENTO ESTRATÉGICO.cogumelos,2009-11-04,doc
d331fb50652447b96d5b3aec1bc80be1,12553,Reunião Realizada em 24/10/2012.,Reunião Aventura - 24.10.12,2012-12-31,docx
d399a267460a3fa19e0a1932a5ee04e6,3885,REUNIÃO NRV DIA 11/05/2009,FICHA EMPREENDER 01,2009-05-14,doc
d3cf368de8f018df2d05c5cb60191add,2064,ATA 26ª REUNIÃO,ATA CONF 26ª 12102005,2008-10-22,doc
d3d11d010300661ebc593536767c5efc,10597,Lista de presença 1 - Funcionários,Workshop Pólo - Funcionários_1,2011-03-01,jpg
d41c40c4246ac36bf22973285d6ddf59,8163,Relatório de reunião,Relatório de reunião Alto da Cidade 24 02 2010,2010-03-01,doc
d429ce09eb0d630c43b072091804cc53,873,Agenda/Cronograma ações 2008,treinamentos metalúrgicas,2008-07-07,doc
d492d5f16358e1473b862f234bdf9409,5794,pauta reunião,PAUTA 11ª REUNIÃO NAG,2009-09-17,doc
d49768e11889b386e7bd0c2ab7100116,3850,Reunião Nº 84 05-2009,84 R.SBZ 05 -2009 ACIT,2009-05-12,doc
d4cb45a6dafa27f815a03089136dfdeb,2227,Expobarigui 2008 - Nucleo de Junco,ExpoBarigui 2008 (7)_2,2008-10-31,jpg
d4e9eb5cbc334289e0dcee221020b52d,7224,FOTO,empreender_027,2009-12-14,jpg
d4ef06286765fd461102552e1842761b,12506,Reunião Realizada em 06/11/2012.,Reunião Rural 06.11.12,2012-12-13,docx
d4ef18f955a119585a6d971696d27e52,11189,Reunião do dia 16/05/2011,Reunião Aventura 16.05.11,2011-06-29,doc
d53407469519921920775695cdbe0d82,7901,13º Relatório A&R 09,13º Reunião N. Beleza-09 A&R,2010-01-29,doc
d53b394061d2d7f7d5cd3f67409eeb71,7268,ATA,17-11,2009-12-15,doc
d56d3d9cf502edbe7c4dadb333eccf97,12530,Reunião,Imagem0164,2012-12-28,jpg
d56d8042f488b060af61aee12ce21056,7040,Relatorio,12 RELATORIO 10.11,2009-12-03,doc
d5733ddb64c47b14127046e4a9ef4897,11609,Reunião Realizada em 06/04/2011.,Reunião Rural 06.04.11,2011-11-17,doc
d58f79d6788549791bda7bfcc87e651e,3291,RELATÓRIO DA REUNIÃO,2008_03_05 03,2009-03-23,doc
d5bb7b0b117ec48a5f7886c3fcadbb7d,12497,Reunião realizada em 13.11.2012,Reunião Hospedagem - 13.11.12,2012-11-28,docx
d5cbc4812966d71da4d145647ddfc232,1294,DESCRIÇÃO,16a. Alimínio 09-02-07,2008-08-13,doc
d5d36e627b744340af0385388404c0bb,4778,matéria,Reciclagem 17 de junho 2009,2009-07-10,doc
d5dc8ed2dbfaa0a69e0892d02b1ef20e,5299,Relatório de reunião 12/05/2009,Relatório de Reunião 120509,2009-08-20,doc
d5fa8b2b22912643f995753f846fecaa,12166,Reunião Realizada em 16/07/2012,Reunião Aventura - 16.07.2012,2012-07-25,doc
d604caec708ede9b9aa89014da6d062a,7732,Lista Presença 4,lista 11 .4,2010-01-18,doc
d604caec708ede9b9aa89014da6d062a,7774,Lista Presença 4,lista 11 .4,2010-01-19,doc
d61c9479b6d7470d0d8812c849df6ddd,4712,relatorio,reunião 25 22.06,2009-07-08,doc
d61e6ae8a3a5e8864d67f97682282fbb,3634,planejamento,entulho,2009-04-27,jpg
d650d92dd80d66a5a33b505be5913d99,5553,análise fofa,Relatorio95024,2009-09-02,xls
d651d5b53e8f2e2b94e028a6d193fcfa,1214,PARTICIPANTES,P7300021.JPG,2008-08-07,jpg
d66223ddafc8fb67f15e9cfbbe3632ea,8379,Ata de Reunião,04 Ata de reunião - 23 02 10,2010-04-09,doc
d672899e841ceb3592e876ba4a2ec0bd,6523,relatorio de reunião,05 11 2009,2009-11-05,doc
d69276b3e45a56cd9c59b9d79ce9b440,12579,Reunião Realizada em 12/09/2011.,Reunião do Aventura 12.09.2011 -,2013-01-17,doc
d6969df81e577c05dabf5fc3a3bcf39e,4179,parabeniza,pres. acic.JPG,2009-06-09,jpg
d6a591971d4a946932f22d3207e55405,1172,relatório de reunião,"03, relatório de reunião",2008-08-04,doc
d6aed734b6ad6c7b7aa4f07ec38c0a53,9160,Ata Reunião 08.07.2010,Ata Reunião  NSTI - 08 julho_2010.PDF,2010-07-08,pdf
d6c059e9813dc3242064c213e85a19d9,7931,22º Relatório A&R 09,22º Reunião Núcleo de Beleza-09 A&R 13-07,2010-01-29,doc
d6c5e9c5c1f814d0d737ada9f84ce986,3946,Certificado do Prêmio TOP 100 SEBRAE,Certificado Junco do Vale,2009-05-20,tif
d6cef650702cfcf3c1063ab45b900765,7274,ata,BELEZA05-11,2009-12-15,doc
d6d659ae398a8db56048c3729f30aa7a,7685,45º Relatório A&R,45º Relatório - A&R,2010-01-16,doc
d6f771043f02acff8add109cf2302de8,9317,Ata da Reunião,Ata0 04-2010,2010-08-02,doc
d726729b9eac286d5fdbe3270ce4d011,11164,Convite para o Arraiá do comércio,sÃ£o joÃ£o_phixr,2011-06-22,jpg
d730a87711987acb0692346f7d50e1d0,3303,RELATORIO DE REUNIÃO,2008_07_23 15,2009-03-23,doc
d731167148ac0c441f1faed59e9c5b2a,4383,III Fórum da Mulher Empresária,079.JPG,2009-06-22,jpg
d74b5b1a77676f03a24945389e9e607f,12599,Reunião Realizada em 24/11/2011.,Reunião Hospedagem 24.11.11- trabalho,2013-01-22,doc
d760e557076b4d627bd10c76e20a6377,11953,Reunião Realizada em 01/12/2011,Reunião de Artesanato 01.12.11,2012-04-02,doc
d7627deb826b13b1d84bc42744fe5e80,8864,Ata de Reunião,12 Ata de Reunião 01 06 10,2010-06-23,doc
d785a32b111c7dea4517d8bf8bb632f9,7283,ATA,2 ata de missão Beauty Fair,2009-12-15,doc
d7a2c3836724a514918464652f99089e,12864,ATA,2012_08 ACIM JOVEM Relatório de Reunião 27-11-2012,2013-05-23,docx
d7bbd95d1eca1fee7fcccd7d1e56b22c,1834,ata da reunião,Ata de Reunião  12-  02 10 08,2008-10-03,doc
d7d910f5465a77c1545cc879fc8cf62f,2353,Reunião11 31.03,reunião11  31.03,2008-11-11,doc
d827095ae9cabfbff079b1351192ff91,2088,ATA 33ª REUNIÃO,ATA CONF 33ª 05052007,2008-10-22,doc
d82f68831da613d607a3e5f30654c1e3,10227,ANTES DO TRATAMENTO,CURSO DE CABELEIREIROS 010,2010-11-30,jpg
d842c31f9f856c768ef2cc209f46f84c,7287,PLANEJAMENTO AÇÃO SOCIAL,AÇÃO SOCIAL PLANEJAMENTO,2009-12-15,doc
d8486ec9082ad4d6bf70466549c8c25e,1793,Beauty Fair,S2020546.JPG,2008-10-01,jpg
d8533e47a84f3e1dc69151c60dacf1b4,12593,Reunião Realizada em 08/09/2011.,Reunião Hospedagem 08.09.11,2013-01-22,doc
d86071a34caee80bb256ee597bc47a17,7622,"Itens \\""Tempestade de idéias\\""",Tempestade de idéias,2010-01-08,xlsx
d86aad4e9369b21d1fbccaa2dfb838a8,7764,Ata,ata 1,2010-01-19,doc
d86f680e244fd5821cea59beb73ed99e,10776,Pauta da reunião.,Pauta_05 de abril,2011-04-12,jpg
d8b08018f486e942c0734805a0efc9c5,9902,Pauta da reunião.,Pauta 14 de outubro,2010-10-20,jpg
d8c73bee0a24f91ae7d6128ed0c4693a,3514,RT 16/03/2009,206 RT - 16-03-2009,2009-04-17,doc
d8cd16f41427de4d0821aa1ce8aa40a2,11962,Reunião Realizada e 07/03/2012,Reunião de Artesanato 07.03.12,2012-04-03,doc
d8e676a719d7f2e56c1bf167945d6034,9125,Foto da Palestrante.,Foto da palestrante- 10 de junho.JPG,2010-07-06,jpg
d9019d5949b80fd828fa7bf886c179c4,7244,Relatorio,Beleza 17 Agosto,2009-12-14,doc
d93e644bd55800b91b568380ee2dfe55,11716,Atendimento ao MEI,ATENDIMENTO - MEI - N. CONTABILIDADE (1).JPG,2011-12-14,jpg
d96f4e278da2d9b2b5df7c9ef930f540,294,Hora das atividades no P.E.,fotos marco 018,2008-04-10,jpg
d97194b151e1bf03db90b71cd9a9d877,7928,20º Relatório A&R 09,20º Reunião N. Beleza-09 A&R 06-07,2010-01-29,doc
d98fb6fbacb339bb298e18475a68b7b2,6020,Ata do dia 23/09/2009,Ata de reunião 132 - 23 09 09,2009-09-29,doc
d99acf4cca5ea0561944b20b73f33aa4,10184,Lista de presença.,18 de Novembro.JPG,2010-11-24,jpg
d99c5638fc820d3e3cb2a094f653c2bb,6335,lista 2,visagismo 2,2009-10-21,pdf
d9a82fe487f6bc2059c4657d18757bfa,7943,33º Relatório A&R 09,Cópia de 33º Reunião Núcleo de Beleza-09 A&R 09-11 Palestra Controles Financeiros,2010-01-29,doc
d9f5febc36e3849b4f6ecf4a5330d9d3,1259,ata da reunião,Ata de reunião 47 29 07 08,2008-08-11,doc
d9f89782e4c83c9fecec57f79554dc74,8928,Foto da reunião,PISO - 18 DE MAIO.JPG,2010-07-02,jpg
da295ba6d6558b07244648f8108c06ad,4456,ATA DA REUNIÃO,Ata de Reunião 02,2009-06-24,doc
da56e089dfda19ccebb91a824ba5b395,5838,71º REUNIÃO MASSAGEM,71 R.MSG 07- 2009,2009-09-18,doc
da5edba1d96081ab3645c80a8e9fe890,1438,relatório de reunião,"24, relatório de reunião",2008-09-03,doc
da7382eb027280c1d91dfa129d23c40e,7037,Relatorio,09 RELATORIO 13.10,2009-12-03,doc
da8e45674c9177100454774d9289e5d4,3331,RT - 02/03/2009,205 RT - 02-03-2009,2009-03-25,doc
daacb044ee28b25defb59d25f7710939,12601,Reunião Realizada em 19/12/2011.,Reunião Hospedagem 19.12.11,2013-01-22,doc
dabec2b04b629b7dc5922c257bc3f12d,9664,Reunião na Casa de Cultura,DSC00221.JPG,2010-09-14,jpg
dac007faee5675bb96ee1913b2e894a1,2966,Pedido de suspensão do núcleo,Relatório Vestuário,2009-01-08,doc
dad83be57e5d3c55b0f664c42f2815c4,13039,Reunião Realizada em 04.07.2013,ATA Hospedagem - 04.07.13,2013-07-18,docx
dae3d823f22281ae2628718bf94681ef,2053,ATA 16ª REUNIÃO,ATA CONF 16ª 03022005,2008-10-22,doc
daee9950ca62955e60aa9c07f898fb4b,9505,Foto dos empresários,DSC05568.JPG,2010-08-27,jpg
db25ff87f72831e227f8e612d9539e61,8850,P. E. do Núcleo - 2010 - 2011,PE COJEM,2010-06-22,pdf
db2f343aaaec43d696987a27339c600d,2939,Relatorio da reunião,Reunião 25.11.08,2008-12-30,doc
db309e3d48ebcaafdaa7f67b47a0c226,7562,10º Reunião,10º Relatório A&R- Automotivo,2010-01-02,doc
db30ca964bfcc148cbf9665dbed9d312,151,foto da reunião - 2,foto geral 2.JPG,2008-03-14,jpg
db8954c4600f85e9704dad1d16c5223c,7886,1º Relatório A&R 09,1º Reunião 2009 N. Beleza- A&R,2010-01-28,doc
dba5423944abe729c940880a5bd78382,11969,Reunião realizada em 20/03/2012,Reunião de Artesanato 20.03.12,2012-04-10,doc
dbdf0b95c8a34421587e7587c8ff79f5,6063,Lista de Presença,Lista de Presença Mecanica Mulheres 1,2009-09-30,pps
dc10a8afc8c406f48b09b48f9f611d32,9878,Ata de reuniao,ATA REUNIÃO - A E R - SISTEMA TOQUE DE BELEZA18OUT2010,2010-10-18,doc
dc1b155e6f26576e41b147f49e892cc7,7757,Lista Presença 2,PAG2,2010-01-19,doc
dc1b155e6f26576e41b147f49e892cc7,7795,Lista Presença 2,PAG2,2010-01-20,doc
dc287447639bd8df7b5682ab8d0143ea,6232,6ª Reunião de Núcleo.,Beleza 6,2009-10-06,doc
dc30c3cad48c0240aa8793424caa278a,10727,Ata da reunião- data 17.03.11,Reunião Hospedagem - 17.03.11,2011-04-01,doc
dc3cde853601717c9ca3d33678cb025b,1406,ata,Ata 10,2008-08-28,doc
dcb6ceab2324c08714a888b288df311b,2696,Foto dos participantes,P1010017.JPG,2008-11-26,jpg
dcb80b199171bffcc2bb83b238502ddc,7839,Ata,ATA 8,2010-01-25,doc
dcb85a8e265b1a942ea9db7e6b486715,3760,relatório de reunião,ASFAM 07.04.09 geral,2009-05-05,doc
dcbfaba13ca802e65e160790c9265081,12835,ATA,2013.04 ACIM Jovem Relatório de Reunião 19-02-2013,2013-05-17,docx
dcdd36da5234817cd4fae5fd498ebedc,5004,Curso Corte,DSC04694.JPG,2009-07-27,jpg
dcf3d7c9310e0435b8cd35f839b6ce15,12308,Reunião Realizada em 06/09/2012.,Reunião Rural 06.09.12,2012-09-21,docx
dcf78dec725e8fb50f8767c8868548ed,3391,"cronograma do evento \\""Festa da Gula\\""",Imagem 024,2009-04-03,jpg
dd0f638aa9904bd6dbf0a4ec80b3d4dc,7808,Lista Presença,LISTA 1,2010-01-22,doc
dd2c04d0a5af95100d346e67d387a713,7755,Lista Presença,lista,2010-01-19,doc
dd2c04d0a5af95100d346e67d387a713,7794,Lista Presença,lista,2010-01-20,doc
dd2c04d0a5af95100d346e67d387a713,7840,Lista Presença,lista,2010-01-25,doc
dd3c0e9b471cdc2399eacb5978ecb855,12562,Reunião Realizada em 24/08/2011.,Reunião do Rural 24.08.2011,2013-01-07,doc
dd732845c69f0c8ff8a63e1dc15225e8,11635,Reunião Realizada em: 01/12/2011.,Reunião 01.12.11,2011-12-02,doc
dd7880da2e5400f90a235186fa201f52,7838,Ata,ATA 7,2010-01-25,doc
ddb7fa7b16d8e05598ca04dee46ffe2b,3149,Relatório da Reunião,2008_11_05 24,2009-02-28,doc
ddcd7db0114f8afe4ad6179d162a9fcc,5502,Relatório de reunião,Rede Amiga 11.08.09,2009-08-31,doc
ddd57392613a79444665e893b3374d9e,11704,Feira de Artesanato do Núcleo,FEIRA ARTESANATO N. TAP - 15 E 16 ABRIL (20).JPG,2011-12-13,jpg
ddf52a2586fd1f02c2545fa79cf4feb5,2844,ATA,ATA ART 49ª 10022007,2008-12-23,doc
ddfcd3b01003a747ae4ed73ec60cdba4,12090,Uniforte,HPIM5046.JPG,2012-06-14,jpg
de42a63be11815f69d4de16e34fdc5b0,7896,10º Relatório A&R 09,10º Reunião N. Beleza- A&R,2010-01-28,doc
de44eb1fccfac075e273305bd97ec343,9464,Apresentação Rose,Editada 2.JPG,2010-08-18,jpg
de8928921817cde7f97ca8e0e8e61d94,9457,Lista de presença.,12 de agosto.JPG,2010-08-17,jpg
de9389ffb1fd2d835b47655d2df26392,5233,Relátorio sobre o conteúdo da Palestra,Relatório de Atividades - Palestra Como Manter a Adimplência em seu Negócio (21-07-2009),2009-08-18,doc
deadd83cccb89b4bbcde5a5655fd7ff6,10796,RELATÓRIO 24/03/2011,pauta para o dia 24032011,2011-04-14,doc
deb370b18890eeca15e8942d8215e2ef,5735,10ª reunião,10-décima reunião 23 de julho,2009-09-17,doc
decfcc90925b3acb88f30ca6549db1e8,9825,Lista de presença 1,04 de outubro.JPG,2010-10-08,jpg
dedca70a9cedcf7cb96ec6fe1e5e1681,9682,Fotos da 9ª Feira Liquida Estoque 2010,IMG_7287_01.JPG,2010-09-15,jpg
defd2a1e76e0e7771915122ebf79105a,12590,Reunião Realizada em 14.07.2011,Reunião Hospedagem 14.07.11,2013-01-21,doc
df072b1cb0625f543a1b6e87ae77fc65,3093,ata da reunião,Ata de reunião 64 - 17 02 09,2009-02-18,doc
df0d7d6e0ca238babef533e56b0b4f71,296,"Desafios, resultado e ações","Desafios, resultados e ações",2008-04-10,pdf
df1483e995e52fbc3b999514f2b7a3c9,8789,FOTOS ENCONTRO,DSC06488.JPG,2010-06-09,jpg
df173af725c325d88e3b51b30e0a19dd,2787,Reunião 28/04/2008,28 abril,2008-12-12,doc
df2b863f771a5790583ef3cc34f41e93,12050,rui,HPIM5036.JPG,2012-05-25,jpg
df6686e85ad38cb8cea35c7ff462fdc8,7780,Lista Presença 2,lista 14 . 2,2010-01-19,doc
df7a992af21e94223742c818baca4144,9636,Foto dos empresários assistindo uma aula prática.,Edit 3,2010-09-09,jpg
dfb5281463e75a6864ea97568f3d1122,2940,Foto da Confraternização,S5030741.JPG,2008-12-30,jpg
dfc9d2ce1a2ff26f0798dad4ae6d7e3f,8894,relatório de reunião,REL  NRH 11 FEVEREIRO 2008,2010-06-25,doc
dfcf5b66b2a46f3ae1bb88a389a476f3,12842,ATA,2013_03 ACIM MULHER Relatório de Reunião 21-02-2013,2013-05-17,docx
dfd91739a504b7aabcb1758ad538db88,8592,Relatório - 08/03/2010,219 RT - 08-03-2010,2010-05-07,doc
dffcd1eb5d12b335a70c1e0f13d58c36,7846,27º Relatório A&R 08,27º Reunião N. Beleza - A&R,2010-01-25,doc
e00f9fddb9233b61f181e96c736a9a67,2066,ATA 27ª REUNIÃO,ATA CONF 27ª 02022006,2008-10-22,doc
e01c56f9c5b46941227f194928072c11,11957,Reunião Realizada em 11/01/2012,Reunião de Artesanato 11.01.12,2012-04-02,doc
e02b7bc3d594fe2a815b78bbe5d46fb4,189,Planilha de compras para panfleto de Páscoa,Tabela para compras de encarte,2008-03-20,xls
e03da90dfe74778b24070e1931371b59,12168,Reunião Realizada em 29/06/2012.,Reunião Hospedagem - 29.06.2012,2012-07-25,doc
e03dac634db851174f8a34515c0bbfc0,9097,Foto do final da palestra,DSC_9405.JPG,2010-07-05,jpg
e0402d9cb240c06a27c1c41981196cc0,8345,Ata da reunião,300809 039,2010-04-06,jpg
