idprojeto,idnucleo,nmprojeto,dtini,dtfim,dsobjetivo,vlcacb,vltotal,idbanco,dsagencia,dsconta,flcompleto,nuctr,operacao,termoadt,dspublicoalvo,dsresultado,dtassinaturaadt,flstatus,idgestorprojeto,vlcontrafinan,vlcontraecono,vlsubtotal,dsprojeto,nuduracao,identidadeprop,dsresultado2,dsresultado3,idprojeto_projeto_base,tipo_projeto,sistematica_financeira,forma_liberacao,orcamento_obrigatorio,identidadeexec,nmfantasia,dtini_realizada,dtfim_realizada,iddocsanexar,iddocsencerramento,idmodelosimpressao,dtfim_nova,dtini_nova,conta_tipo,pix_tipo,pix_chave,termino_solicitado,pj_restrito,premissas,id_projeto_classe,moeda_adicional,metas_vinculadas,financiamento_compartilhado,conta_corrente_cacb
11,22167,Farmácia de Manipulação - Cascavel - PR,2013-08-01,2015-08-01,Ampliar a participação no mercado por meio da introdução de novos produtos e promover o desenvolvimento profissional das empresas nucleadas.,71057.7700000000,126888.86,1  ,1622-5,19.001-X,nao  ,,,157,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,"IMPLANTAR EM 100% DAS EMPRESAS
PARTICIPANTES 1 NOVA LINHA DE PRODUTOS (VETERINÁRIO) ATÉ
O FINAL DO PROJETO",2013-08-01,concl,12385552841,43384.0000000000,12447.0900000000,55831.0900000000,"O Núcleo de farmácias de manipulação esta constituído desde 03 de março de 2010 e é composto por oito empresas organizadas e comprometidas com o desenvolvimento do segmento econômico farmacêutico manipulado do município de Cascavel - PR.
Este projeto propõe a ampliação de mercado, explorando a área veterinária advindos de dados e fatos baseados em pesquisa de mercado e planejamento estratégico, e ainda oportuniza o aperfeiçoamento do conhecimento de gestores e colaboradores das empresas envolvidas.",24,4,Atingir 80% no grau de satisfação dos clientes para atendimento e qualidade até o final do projeto (julho/2015),Melhoria de pelo menos dois processos empresariais até julho de 2015.,190,APOIADO,,,,,PR - CASCAVEL - Outros,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
12,22168,Informática - Cascavel - PR,2013-08-01,2015-08-01,Buscar o crescimento e o fortalecimento das empresas nucleadas através da implantação de novos produtos e/ou serviços bem como a capacitação dos gestores e colaboradores.,133777.7700000000,238888.85,1  ,1622-5,19.001-X,nao  ,,,158,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,Aumentar em 25% números de negócios executados pelas empresas até  2015,2013-08-01,concl,12385552841,66586.6500000000,38524.4300000000,105111.0800000000,"O núcleo de informática esta constituído desde junho 1999 e é composto por treze empresas organizadas e comprometidas com desenvolvimento do segmento econômico de informática do município de Cascavel - PR.
Este projeto propõe a ampliação de mercado, explorando novos produtos e serviços, e ainda oportuniza o aperfeiçoamento do conhecimento de gestores e colaboradores das empresas envolvidas.",24,4,Implantar 02 processos de gestão financeira até  2015,,190,APOIADO,,,,,PR - CASCAVEL - Informática - comércio,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
13,22166,Apicultura de Entre Rios do Oeste,2013-08-01,2015-08-01,"Aprimorar as práticas de gerenciamento e os procedimentos técnicos da atividade ampliando a produtividade de mel dos estabelecimentos envolvidos no projeto, incrementando com planos e metas de apoio do setor público municipal difundindo e desenvolvendo os",20050.0000000000,40000.00,1  ,1622-5,19.001-X,nao  ,,,156,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,Aumentar a Produção total de mel em 12% até o final do Projeto,2013-08-01,concl,12385552841,10200.0000000000,9750.0000000000,19950.0000000000,"A atividade apícola como fator de geração de renda em Entre Rios do Oeste, iniciou a 22 anos e desde então só cresceu. No ano de 2006 foi criado o núcleo setorial de Apicultura e através do núcleo no ano 2009 surgiu a APIER – Associação de Apicultores de Entre Rios do Oeste. Desde o surgimento do núcleo houve o fortalecimento dos apicultores, pois uniram forças para expandir e qualificar a atividade isso permitiu que houvesse a troca de experiências. Todos têm conhecimento de que não basta apenas ter colméias é preciso entender o comportamento social das abelhas e estar sempre atualizados sobre as técnicas de manejo e produção. 
A região de Entre Rios do Oeste, possui uma grande área de recursos naturais, possibilitando aos apicultores a sua utilização permanente. Através do plantio de espécies melíferas é obtida produção oriunda de floradas silvestres, melhorando a qualidade do mel e dos demais produtos apícolas. 
Em decorrência das oportunidades existentes e pela constante necessidade de aperfeiçoamento e aquisição de novos conhecimentos e práticas para o setor Varias atividades foram programadas pelos apicultores que contam concretizar as parcerias previstas para a realização das atividades propostas e a obtenção dos resultados esperados.",24,4,Aumentar em 10% valor médio na comercialização do mel nas empresas participantes,,190,APOIADO,,,,,PR - ENTRE RIOS DO OESTE - Apicultores,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
14,22178,Metalúrgicas - Foz do Iguaçu,2013-08-01,2015-08-01,Fomentar o desenvolvimento das empresas nucleadas por meio da melhoria dos Processos Produtivos e o aprimoramento da Gestão Organizacional.,87111.1100000000,155555.55,1  ,1622-5,19.001-X,nao  ,,,168,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,"Aumentar a produtividade em 40% nas empresas participantes, até o final do projeto( Julho 2015)",2013-08-01,concl,12385552841,34222.2200000000,34222.2200000000,68444.4400000000,"Criado em janeiro de 2.000, o NS das Lojas de Materiais de Construção da ACIT, atua no mercado de Toledo atendendo clientes de todas as classes sociais. Há uma diversificação de produtos dentro das empresas participantes onde são comercializados desde materiais brutos para a construção e reformas até os materiais de acabamentos.
As empresas participantes estão localizadas em diversos bairros do município, inclusive no interior. Os empresários são participativos e muito comprometidos com o Núcleo Setorial. 
O foco principal do grupo para 2013 á 2015 é uma maior profissionalização dos empresários e seus colaboradores para que possam se desenvolver dentro deste contexto de expansão da Cadeia da Construção Civil e buscar novos fornecedores de produtos para melhorar a exposição interna das empresas bem como ter maior oferta no mercado, ficando próximos as grandes empresas do setor.",24,4,Melhoria de pelo menos dois processos empresariais,Atingir 80% grau de satisfação dos clientes para atendimento e qualidade até o final do projeto ( julho / 2015),190,APOIADO,,,,,PR - FOZ DO IGUACU - Metalúrgicas,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
15,22171,T.I de Francisco Beltrão,2013-08-01,2015-08-01,Fortalecimento das empresas por meio da adoção de um modelo inovador de gestão baseado nas melhores praticas do setor de Tecnologia da Informação.,73321.9900000000,132219.98,1  ,1622-5,19.001-X,nao  ,,,161,Empresas dos núcleos setoriais em funcionamento há mais de dois ano,Aumento em 10% da produtividade ( faturamento/quantidade de pessoas) nas empresas participantes até o final do projeto,2013-08-01,concl,12385552841,47859.0000000000,11038.9900000000,58897.9900000000,"O NUBETEC – Núcleo Beltronense de Empresas de Tecnologia, fundado em 2009, participou da edição anterior do Empreender Competitivo, conquistando resultados expressivos como: aumento de participação de mercado gerado pela consultoria em Engenharia de Vendas e o Desenvolvimento do projeto do condomínio empresarial de TIC a partir da missão técnica para Joinville, Blumenau, Florianópolis e Porto Alegre, aprovado pela administração municipal com terreno destinado a construção do empreendimento.
Percebe-se pelas tendências de mercado que é essencial para as empresas de TIC caminhar para a adoção de praticas inovadoras e criativas, baseada no modelo das empresas do Vale do Silício nos Estados Unidos, pois na atualidade é considerada a maior concentração de alta tecnologia de trabalhadores de qualquer área metropolitana, com 285,9m² para cada 1000 trabalhadores do setor privado, tem o maior salário high-tech e a maioria dos milionários e bilionários per capita. A região também é o maior centro de fabricação de alta tecnologia com taxa de desemprego dos Estados Unidos de 9,4% em janeiro de 2009. (fonte Wikipedia)",24,4,100% das empresas participantes implantem um processo de gestão da inovação até o final do projeto,,190,APOIADO,,,,,PR - FRANCISCO BELTRAO - Informática - serviços,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
16,22179,"Gastronomia, Hotelaria e Turismo de Francisco Beltrão",2013-08-01,2015-08-01,"Desenvolver as empresas participantes do Núcleo de Gastronomia, Hotelaria e Turismo a fim de torna-las uma alternativa de consumo gastronômico de qualidade no sudoeste do Paraná.",52338.0000000000,94380.00,1  ,1622-5,19.001-X,nao  ,,,169,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,Aumentar em 10% a quantidade de postos de trabalho nas empresas participantes até o fim do projeto (março/2015);,2013-08-01,concl,12385552841,31642.0000000000,10400.0000000000,42042.0000000000,"O núcleo de Gastronomia, Hotelaria e Turismo de Francisco Beltrão foi criado em 26/08/2009 com o objetivo de atender com maior qualidade e eficiência o público de Francisco Beltrão e região, bem como, fomentar o fortalecimento das empresas nucleadas. Com o passar dos anos identificou-se que o município está em franca expansão com a vinda de Universidades e cursos em tempo integral, atraindo profissionais e jovens para residir no município. Um dado a ser citado é que no ano de 2010 a população total era de 78.943 e a projeção para 2012 é de 81 mil habitantes segundo IBGE. Outra informação relevante é o grau de urbanização de 86%, sendo que 57% da população estão empregados com renda domiciliar per capita de R$ 880,00 (2010). 
Dado o cenário atual o projeto busca viabilizar o atendimento deste publico com a diversificação e valorização dos produtos e serviços oferecidos pelos estabelecimentos locais, tornando-as uma alternativa de consumo gastronômico de qualidade no sudoeste.",24,4,Promover a melhoria de até dois processos empresariais nos empreendimentos participantes até o fim do projeto (março/2015);,,190,APOIADO,,,,,PR - FRANCISCO BELTRAO - Outros,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
17,22174,Apicultores - Laranjeiras do Sul,2013-08-01,2015-08-01,"Aprimorar os procedimentos técnicos e gerenciamento da atividade, ampliando a produção e o mercado de mel dos apicultores do Núcleo Setorial da Cantumel.",42877.7800000000,76577.78,1  ,1622-5,19.001-X,nao  ,,,164,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,Aumentar a produção de mel em 15% até dezembro de 2014.,2013-08-01,desco,12385552841,16850.0000000000,16850.0000000000,33700.0000000000,"O núcleo de apicultores da cidade de Laranjeiras do Sul vem realizando ações de impacto ao longo dos anos. A atitude associativa resultante das ações do Empreender despertou a atenção dos parceiros institucionais, os quais estimularam a criação da Associação de produtores de mel Cantuquiriguaçu – CANTUMEL que está dentro do núcleo.
A constituição da Associação potencializou resultados aos  apicultores, tais como: parceria com entidades públicas onde foram repassados todos os equipamentos para a montagem da indústria de mel;
Está em andamento a parceria com a prefeitura Municipal para a construção da indústria de envasamento do Mel, e outras  Parcerias  com diversas entidades e instituições públicas e privadas que vêm desenvolvendo ações focadas na sustentabilidade do setor: Senar, Emater, Associação dos municípios Cantuquiriguaçu, Tractebel, universidade local.
 Convém salientar que embora a Associação de produtores de Mel, é o    embrião do núcleo setorial e para elevar a eficiência coletiva do empreendimento não deverá  se restringir apenas aos produtores dessas  localidades,  foi deliberado em reunião do Núcleo  a ampliação do quadro associativo para outros 04 municípios do entorno, que tem apicultores ativos e que de alguma forma estejam organizados em grupo ou não, tal decisão despertou o interesse de outras associação Empresariais da região em se tornarem parceiras dos produtores, buscando ampliar a geração de renda e ocupação. 
O planejamento do núcleo setorial identificaram uns gargalos: acesso a mercado/comercialização e melhoria dos processo de produção de mel. Para superar essa dificuldade os produtores realizaram o Planejamento estratégico com várias ações para correção destes gargalos. 
 Dentro do contexto apresentado, a convergência de esforços e competências das entidades parceiras, alicerçadas na elaboração de um plano de ação comum, possibilitará o alcance de resultados efetivos para o núcleo de apicultores atendidos, justificando desta forma, a atuação no Núcleo e as ações propostas neste projetos.",24,4,Aumentar o volume de vendas em 10% até dezembro de 2014.,,190,APOIADO,,,,,PR - LARANJEIRAS DO SUL - Apicultores,2013-08-01,,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
18,22218,Gastronomia,2013-08-01,2015-08-01,"Aprimorar as competências das empresas, aumentando o fluxo de clientes,  gerando ocupação e renda de forma sustentável, buscando a melhoria continua da gestão empresarial das empresas envolvidas.",75830.0000000000,153330.00,1  ,1622-5,19.001-X,nao  ,,,170,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,Aumentar em 10% a quantidade de postos de trabalho nas empresas participantes até o fim do projeto (março/2015);,2013-08-01,concl,12385552841,62100.0000000000,15400.0000000000,77500.0000000000,"“O Brasil está na moda”, importando mão de obra, mercado em crescimento acelerado começamos a observar o destaque internacional do país pelo seu poder de compra, em 2010  estima-se que 61,7 milhões de refeições tenham sido servidas diariamente pelos estabelecimentos do setor de alimentação fora do lar. Que inclui restaurantes, bares, lanchonetes, padarias, e outros pontos de vendas do país segundo a Associação Nacional de Restaurantes. Ao todo, o setor é responsável por gerar cerca de 6 milhões de empregos diretos o que movimentou cerca de 180 bilhões de reais sendo a mesma instituição.
De olho neste novo mercado, também impulsionado pela atividade do turismo,  empresários do setor da cidade de Marechal Cândido Rondon, organizaram-se no núcleo setorial de Gastronomia. Com 32% da renda familiar sendo destinado a alimentação fora do lar.( fonte do IBGE/ 2010), os consumidores ficam mais críticos e exigentes influenciando o setor a ficar mais competente, então surge um grande problema, encontramos proprietários confusos e despreparados para enfrentar o setor, ainda contamos com a escassez de mão de obra qualificada. 
Ações já foram desenvolvidas pelas empresas do núcleo criado desde Julho de 2010, sendo classificadas como estratégicas, táticas e operacionais. 
Os empresários unidos buscam soluções, visando ampliar sua rede de relacionamento realizam visitas técnicas a empreendimentos renomados, feiras e indústrias, visando a busca de inovações tecnológicas e informações sobre tendências do setor o que possibilita fechar negócios que ampliem as vendas. Desde a criação do Núcleo diversas atividades já foram desenvolvidas no intuito de promover melhorias nas empresas participantes dentre as quais destacam-se: Realizações de capacitações conjuntas, contratação de divulgação coletiva das empresas participantes e a participação em 2011 e 2012 da Fipal Food Service em São Paulo.
Com as atividades do Planejamento do Núcleo constatou-se a necessidade de elevar a competitividade e ampliar os mercado para as empresas participantes, sendo desta forma desenvolvido este projeto com o qual acredita-se as empresas estarão mais competitivas e preparadas para conquistar maiores espaços no setor gastronômico da cidade e região preparando-se inclusivamente para o atendimento do crescente fluxo turístico na região lindeira ao lago de Itaipu.",24,4,Promover a melhoria de até dois processos empresariais nos empreendimentos participantes até o fim do projeto (março/2015);,,190,APOIADO,,,,,PR - MARECHAL CANDIDO RONDON - Bares restaurantes e lanchonetes,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
19,22176,Informática Rondon - IT,2013-08-01,2015-08-01,"Aumentar a competitividade das empresas de tecnologia da informação participantes do Núcleo Setorial de Informática Rondon - IT - ACIMACAR, através do aprimoramento de competências tecnológicas, gerenciais e do relacionamento, buscando inovações e formand",89250.0000000000,162500.00,1  ,1622-5,19.001-X,nao  ,,,166,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,Aumentar em 8% a quantidade de postos de trabalho nas empresas participantes até fevereiro de 2015.,2013-08-01,concl,12385552841,56750.0000000000,16500.0000000000,73250.0000000000,"A cidade de Marechal Cândido Rondon, está localizada na região oeste do Paraná, e possui  uma população de 46.819 habitantes, segundo Censo do IBGE de 2010. A cidade possui um forte apelo à cultura do associativismo fomentada pelas atividades da Associação Comercial e Empresarial – ACIMACAR, que desempenha um forte apoio às atividades desenvolvidas pelos núcleos setoriais, que somam hoje na entidade 10 núcleos setoriais, dentre eles, está o Núcleo Setorial de Informática de Marechal Cândido Rondon – NSI-MCR, criado no ano de 2000. 
Desde sua criação, o núcleo já realizou diversas ações como: palestras, capacitações, visitas técnicas, inclusive a criação de novos empreendimentos em grupo, além de realizar a campanha de conscientização sobre o lixo eletrônico, conhecida em toda região. Em 2012 com a elaboração do planejamento estratégico do núcleo percebeu-se a necessidade do aprimoramento das áreas de gestão, processos e mercado das empresas participantes do núcleo sendo então elaborado o projeto para a realização das diversas atividades que levarão as empresas a atingirem melhor performance competitiva e a conquista de novos mercados.",24,4,Promover a melhoria de pelo menos dois processos empresariais nas empresas participantes até maio de 2015.,Atingir 70 % das empresas com soluções em capacitação e qualificação até maio de 2015.,190,APOIADO,,,,,PR - MARECHAL CANDIDO RONDON - Informática - serviços,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
20,22232,Inspeção Técnica Veicular das Oficinas Mecânicas de Maringá,2013-08-01,2015-08-01,"Aumentar a qualidade do atendimento aos clientes bem como a qualidade dos serviços prestados, acesso a novas parcerias com fornecedores e  tecnologias. Divulgação do potencial instalado gerando assim uma maior competitividade às empresas participantes.",90444.4400000000,164444.44,1  ,1622-5,19011-x,nao  ,,,159,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,Aumentar em 20% o número de clientes;,2013-08-01,concl,12385552841,74000.0000000000,0.0000000000,74000.0000000000,"Núcleo criado em 10/11/2000, primeiro número da ACIM. Hoje encontra-se com 12 empresas participantes, foco em negociações, treinamentos, divulgação coletiva e ações sociais. Ao longo desses 12 anos e 5 meses esse núcleo desenvolveu várias ações para o crescimento profissional dos seus colaboradores e proprietários, bem como ações de lançamento de marca própria, inspeções veiculares, assumiram o Sindirepa Maringá, compras conjuntas, entre outras. Seu público alvo está centralizado nos proprietários de veículos da cidade e região metropolitana. Ambiente econômico favorável, devido ao alto índice de veículos nessa região, conforme pesquisa realizada em Maringá temos a média de mais de dois veículos por família.",24,4,Aumentar em 30% o número de troca de óleo;,Fechamento de 4 novas parcerias com fornecedores.,190,APOIADO,,,,,PR - MARINGA - Automecânicas,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
21,22165,E/C PR - Central de Comercialização de Máquinas de Maringá -  Parte II,2013-08-01,2015-08-01,"Proporcionar as empresas revendedoras de máquinas de costura, diferencial competitivo, preparando-as para um maior volume de negócios através de ações inovadoras.",64124.4000000000,115244.00,1  ,1622-5,19.001-X,nao  ,,,155,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,"Aumentar em 60% os modelos de máquinas importadas, entre elas os modelos especiais como eletrônicas e bordadeiras",2013-08-01,concl,12385552841,25559.8000000000,25559.8000000000,51119.6000000000,"Este grupo teve a sua criação em junho de 2009, sendo contemplado na última edição do Empreender Competitivo, onde realizou ações de capacitações técnicas e gerenciais, abertura da empresa para importação de produtos com a marca própria obtendo resultados da extinção tributária, visitaram a Feira Cisma na China o que possibilitou aos empresários uma negociação direta às fábricas e acesso a novas tecnologias realizou-se também campanha de marketing para divulgação da marca criada. Os empresários ainda buscam a ampliação de mercado através da inovação tecnológica, aquisição de novos produtos como máquinas eletrônicas bem como capacitações. Visando assim a melhoria continua de sua competitividade.",24,4,Aumentar em 10% o faturamento das empresas até 02/2015,Aumentar a carteira de clientes em 20%: sendo 10% de clientes industriais e 10% clientes domésticos,190,APOIADO,,,,,PR - MARINGA - Outros,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
22,22172,Imobiliárias da Região do Meio Oeste,2013-08-01,2015-08-01,"Ampliar a participação no mercado por meio do sistema coletivo de gestão de imóveis, processos de divulgação e qualificação.",81238.8900000000,145288.89,1  ,1622-5,19.001-X,nao  ,,,162,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,Aumentar o número de ofertas de imóveis em 25% até 2015,2013-08-01,concl,12385552841,32050.0000000000,32000.0000000000,64050.0000000000,"O Núcleo de Imobiliárias atua ha 05 anos no mercado, atendendo a todas as classes sociais, sendo composto por onze empresas formal e informal (Corretor de imóvel) organizadas e comprometidas com o desenvolvimento do setor imobiliário regional. O núcleo participa regularmente de feiras e exposições, expondo seu portfólio e realizando vários negócios aquecendo o mercado da cidade, além disso, neste ano o núcleo idealiza uma feira própria inédita na cidade, ação essa que gerará impacto positivo para as empresas do núcleo com os negócios gerados e marketing para todas as empresas. As empresas do núcleo mantêm ações de cunho social também, como por exemplo, o combate às pessoas que atuam irregularmente no ramo imobiliário, sem a devida certificação no CRECI (Conselho Regional de Corretores de Imóveis), tal ação presa a prestação de serviços com qualidade e excelência, dando respaldo aos clientes na aquisição de cada imóvel.
Ainda se tratando da busca pela excelência da qualidade nos serviços prestados, as empresas do núcleo mantêm a busca constante pelo desenvolvimento e aperfeiçoamento dos seus colaboradores, sempre com realização de palestras, treinamentos e seminários dentro da área de atuação das empresas e aplicação de processos internos.",24,4,Aumentar o volume de negócios em 20% até 2015,Padronização de 4 processos até fevereiro de 2015,190,APOIADO,,,,,PR - MEDIANEIRA - Imobiliárias,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
23,22173,Núcleo de Informática Medianeira,2013-08-01,2015-08-01,"Tornar-se referência em modelo de gestão e qualidade de produtos/serviços no setor de Ti, aumentando a competitividade das empresas através do aprimoramento de competências tecnologias, gerenciais e prospecção de novos mercados.",89615.5600000000,160555.56,1  ,1622-5,19011-x,nao  ,,,163,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,Aumentar em 25% números de negócios executados pelas empresas até  2015,2013-08-01,concl,12385552841,35470.0000000000,35470.0000000000,70940.0000000000,"O Núcleo de Informática foi formado em 2009 e constituído por 9 empresas no segmento de TI, em diversas especialidades, o núcleo foi um dos percussores para a formação da APL IGUASSU-IT, a  Rede APL TIC-PR é formada além do APL IGUASSU-IT,  por mais 5 APLs: APL Software Maringá (Maringá e região), NSTI (Região dos Campos Gerais), Software Curitiba (Região de Curitiba), APL TI (Londrina e região) e NTI (Sudoeste do PR). Este grupo se reúne de forma itinerária a cada 90 dias para discutir ações estratégicas do setor em nível estadual, o grande diferencial do grupo e a sinergia entre as empresas, a trocar experiência. Mas esta sinergia não está restrita apenas no APL IGUASSU-IT, mas envolve o estado todo, ação que denominados de Rede TIC-PR (Rede Paraná da Tecnologia da Informação e Comunicação). Além disso, o núcleo desenvolve ações de aprimoramento, para os colaboradores e empresários buscando a padronização dos processos internos, no planejamento estratégico dos próximos 2 anos, o núcleo almeja a realização de uma feira própria, com o objetivo de mostrar os serviços oferecidos pelas empresas nucleadas, além de inovações tecnológicas e atualidades dentro das áreas de T.I. A feira irá movimentar e aquecer o mercado da cidade, dado que tal evento será realizado de maneira inédita na cidade e região.",24,4,Implantar 02 processos de gestão financeira até  2015,,190,APOIADO,,,,,PR - MEDIANEIRA - Informática - serviços,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
24,22170,Turismo de Medianeira,2013-08-01,2015-08-01,"Desenvolver, qualificar os destinos turísticos, buscando a promoção do  mercado local e regional, gerando ocupação e renda de forma sustentável no município.",44178.9000000000,78888.90,1  ,1622-5,19.001-X,nao  ,,,160,Empresas dos núcleos setoriais em funcionamento há mais de dois anos,Aumentar o fluxo turístico nos empreendimentos em 20%,2013-08-01,concl,12385552841,17355.0000000000,17355.0000000000,34710.0000000000,"O Núcleo de Turismo é constituído por oito empresas de vários segmentos diferentes dentro da abrangência do turismo, tornando-se o núcleo mais heterogêneo da ACE, mesclando todas as áreas o núcleo desenvolveu o circuito do turismo na cidade, projeto que engloba um passeio por vários pontos turísticos e em cada uma das empresas nucleadas, fomentando a cidade, e gerando impacto positivo financeiramente para as empresas e a cidade.
O núcleo está constituído desde 2003, aonde vem participando de várias ações entre elas: capacitação, consultorias, feiras locais, Regionais, estaduais e principalmente a feira que acontece no Estado de São Paulo, visitas técnicas e diversas regiões e marketing coletivos. 
O Roteiro desenvolvido pelo núcleo faz parte do calendário municipal e estadual.
Dentro das ações projetadas 2013 e 2014 o núcleo busca a maior participação em feiras, a fim de incrementar ideias e aperfeiçoar os processos que já são utilizados pelos participantes, um plano bem elaborado de marketing a contratação de uma empresa especializada para a divulgação das empresas e da cidade, visita técnica e qualificação.
São estas ações que norteiam este projeto.",24,4,Implantar 02 processos de gestão ( padronização de custos e padronização do processo de atendimentos) até 2015,Implantar 02 indicadores de acompanhamento nos empreendimento turísticos até 2015,190,APOIADO,,,,,PR - MEDIANEIRA - Outros,2013-08-01,2015-08-01,,,,2015-08-01,2013-08-01,Corrente,,,,false,,,,false,,false
