idnucleo,nuano,nuplacao,dtcriacao,nmplacao,txresultado,txindicador,txdescricao,dtpinicio,dtpfim,nmresponsavel,nmcolaboradores,nmparceiros,txrecursos,nmfiscal,dtultimaalteracao,stplacao,faceb
22991,2018,1,2018-02-23,Plano de Ação 2017/2018,"Melhora processo de atendimento, melhora na qualidade dos serviços prestados, melhora no controle de estoque das empresas, melhora nos processos de controle de caixa, melhora da gestão de RH, melhorar o processo de contratação em 80%, aumentar em 15% o volume de vendas.","15 empresas capacitadas em temas de gestão, 100% dos colaboradores capacitados, 1 capacitação para verificação de sistema de controle de estoque, 1 processo produtivos padronizado.","Várias ações podem afetar esse núcleo, entre as quais podemos citar alguns como: participar em feiras para promoções em geral  e treinamento em gestão.",2017-06-01,2018-03-23,Consultor Núcleo Setorial,,SEBRAE,"horas técnicas, sala da ACE, material de capacitação, projetor, banner AL-Invest 5.0, lista de presença, avaliação no final da capacitação, relatório ao final, verificar se as empresas aplicaram.",,2018-02-23,termi,false
22992,2018,1,2018-05-22,Plano de ação 2018,,Ser referencia como um Banco de dados de curriculos de portadores de necessidades especiais.,Reunião de profissionais da área para troca de boas práticas.,2018-04-01,2018-12-31,Marta Solange da Silva,Daniela Brandi,,Horas Tecnicas - Equipamento Audio Visual - Espaço físico,Marta Solange,2018-08-30,termi,false
22992,2019,1,2019-04-05,Plano de ação Gestão de Pessoas 2019,"Troca de boas práticas e capacitação. 
Promover o desenvolvimento dos profissionais de Rh e gestores de pessoas por meio de eventos, pesquisas e trocas de experiência.",,"Palestras, Workshop, troca de boas práticas",2019-01-01,2019-12-31,Marta Silva,Daniela Brandi,,"Equipamento de multimídia
Local",Marta Silva,2019-11-05,termi,false
22993,2017,1,2017-06-08,"1° Definição da missão, visão e valores. 2° Implantação do Planejamento do núcleo","1° Definição da missão, visão e valores: Ok implantada a definição para cada empresa 28/06/2017. 

2° Implantação do Planejamento do núcleo: SWOT, objetivo, estratégias;

3° SWOT Cruzada entre as empresas.","1° indicadores práticos;

2° indicador de resultados.","1° as empresas descobrem a razão de existirem no mercado.
2° com o planejamento as empresas buscam o mesmo objetivo.",2017-05-30,2017-12-31,Jaison,"Gerusa , Giordana,Juliana, Letícia,Maria,Vera,",,"Metaplan;
Datashow;
Quadro negro;
sala de reuniões.",Jaison,2017-12-10,termi,false
22996,2019,1,2019-04-10,Isenção do ICMS no PR,,,Articular debates com autoridades para aprovação da isenção do ICMS no PR (reuniões com vereadores e secretários da PMM),2019-04-30,2019-09-01,CRISTINA SCHNEIDER,,,,,2019-04-10,,false
22996,2019,2,2019-04-11,Comissão Técnica,,,Montar uma comissão Técnica para buscar conhecimentos em atualização técnica em normativas relacionadas a energia solar.,2019-05-02,2019-07-02,CRISTINA SCHNEIDER,,COPEL,,,2019-04-11,,false
22996,2019,3,2019-04-11,Legislação e políticas públicas,,,Articular debates com autoridades para aprovação da isenção do ICMS no PR (reuniões com vereadores e secretários da PMM).,2019-04-01,2019-05-02,CRISTINA SCHNEIDER,,PREFEITURA MUNICIPAL,,,2019-04-11,,false
22997,2017,1,2017-07-04,Curso Atendimento ao Cliente,Melhorar o atendimentos ao cliente. Aderir a ferramenta de satisfação do cliente,Melhorar o atendimentos ao cliente,Melhorar o atendimentos ao cliente. Aderir a ferramenta de satisfação do cliente,2017-06-26,2017-06-30,"Eric André Mangolim, Acic","Acic, Sebrae","Sebrae, Acic","Auditório, data show, flip chart","Acic, Eric",2017-07-04,nosub,false
22997,2017,2,2017-07-04,Consultoria Visual de Loja,Realizar melhorias nas instalações internas e externas da empresa,construir inovações na empresa para atrair clientes,Realizar melhorias nas instalações internas e externas da empresa,2017-07-17,2017-07-21,"Eric André Mangolim, Acic","Acic, Sebrae","Sebrae, Acic","Auditório, data show, flip chart","Acic, Eric",2017-07-04,nosub,false
22997,2017,3,2017-07-26,Ações 2º Sem. 2017,,,Ações referentes ao 2º Semestre/2017 (julho a dezembro) do núcleo de Turismo,2017-07-01,2017-12-31,"Eric André Mangolim, Acic","Núcleo de turismo, Acic","Sebrae, Prefeitura Municipal, Acic",,Éric André Mangolim,2017-07-26,termi,false
22997,2018,1,2018-05-24,SEMINARIO SEI FORMAR PREÇO,"Proporcionar aos empresários o conhecimento teórico acerca da formação de preço de produtos e serviços, vislumbrando a redução de custos e obtenção de lucro","Redução de custos;
Obtenção de lucro",Proporcionar aos empresários o conhecimento teórico a respeito da formação de preços de produtos e serviços da realidade de sua empresa,2016-09-13,2016-09-13,Xerxes Ricardo,Eric Mangolin,SEBRAE,"Recursos Audiovisuais, Flip chart, material para anotações, caneta, canetão, Auditório de reuniões, mesas, cadeiras, telefone para convite de empresas, visitas do consultor, bebedouro",SILVANO IZIDORIO,2018-05-24,,false
23002,2017,1,2017-06-08,Participação em Evento,Inserir participantes do Núcleo em eventos de demostração de produtos e técnicas para dar visibilidade ao profissional bem como divulgar seus estabelecimentos e o Projeto Empreender,Na realização destes eventos quando convidados todos os custos são da empresas solicitante. Após a realização destes eventos buscamos na avaliação do salão se houveram crescimento em sua demanda de clientes,Evento promocional,2016-11-21,2017-06-30,Empresário do Núcleo,,,Os recursos são do solicitante do evento e quando realizado pelo Núcleo serão reteados igualmente.,Empresário do Núcleo,2017-06-08,termi,false
23002,2017,2,2017-06-08,Gestão Financeira,"Levar ao empresário conhecimento das finanças do estabelecimento comercial como: Receitas, Despesas e Lucratividade.",Levar ao empresário conhecimento dos seus resultados financeiros e assim poderem gerir melhor seus investimentos.,Tema: Gestão Financeira: Margem de Contribuição e Ponto de Equilíbrio,2016-11-21,2017-06-30,James Carvalho,,,Os custos são rateados pelos integrantes do Núcleo.,Empresário do Núcleo,2017-06-08,termi,false
23005,2017,1,2017-06-21,Articulação ACE-EMPRESAS-PODER PÚBLICO,"Melhorar a relação com as entidades governamentais, entender os serviços que ajudem no desenvolvimento e na segurança das empresas na comunidade.","comunidade empresarial e poder público, integrados.","O desenvolvimento da cidade depende da reciprocidade nas relações entre a sociedade civil e pública, ambas trabalhando para a entrega de bens e serviços.",2017-03-01,2018-03-31,"ACE, Jonas.",,,Humanos.,,2017-06-23,atras,false
23005,2017,2,2017-06-23,Relacionamento do Pólo Multissetorial,Desenvolvimento dos empresários no aspecto do relacionamento e troca de experiências. Aumentar o número de participantes em reuniões do Núcleo.,Núcleo com 30 empresários multissetoriais no ramo da Indústria e de Serviços.,"O Núcleo Pólo Industrial é multissetorial, com indústrias de vários segmentos e também serviços diversos. Tem tendência a envolver micro e pequena.",2016-08-31,2018-03-31,Jonas,,,"Humanos, financeiros, tecnológicos, materiais",,2017-11-15,atras,false
23005,2017,3,2017-06-23,Assessoria Tributária/Fiscal,Melhorar o entendimento e a gestão da parte tributária e fiscal.,enquadramento tributário adequado e recolhimento de impostos corretos.,"Parceria com escritório tributário o tema tributário, por meio de palestras e possíveis contratos de assessoria permanente.",2017-03-01,2018-03-31,"DAvi, Jonas, Ênio",,,"Humanos, financeiros, materiais",,2017-06-24,atras,false
23005,2017,4,2017-06-24,Assessoria Jurídica,Assegurar aos Empresários maior conhecimento e caminhos de decisão na parte jurídica de suas empresas.,Contratações seguras. Redução de contingências fiscais e trabalhistas.,"O Escritório de assessoria jurídica teria caráter permanente para um grupo de empresas com demandas comuns, principalmente.",2017-10-01,2018-03-01,"Davi, Jonas, Enio",,,"Financeiros, Humanos.",,2017-06-24,atras,false
23005,2017,5,2017-06-24,Consultoria de Gestão,"Reduzir os gargalos de gestão de processos, organizacionais e financeiros com a utilização de modelos eficientes.",maior rapidez nas decisões gerenciais,"A consultoria de processos, organizacional e financeira aumenta a capacidade do gestor de decidir e enxergar a sua empresa, no curto médio e longo prazo.",2017-05-01,2018-03-01,Jonas.,,,"Financeiros, humanos, tecnológicos.",,2017-06-24,atras,false
23006,2017,1,2017-06-18,Estreitamento com a Prefeitura Municipal de Salvador,Reverter as ações de fiscalização/punição para fiscalização/orientação junto aos participantes do Núcleo de Gastronomia da Ribeira,Diminuição de autuações,O objetivo deste plano de ação é iniciar um processo de estreitamento entre os empresários e os órgãos de fiscalização da Prefeitura.,2017-06-06,2017-07-10,Jefferson Angelotti,Wilson Gesteira,,Ofício para o Secretário de Ordem Pública visando a liberação de coordenadores para a reunião do dia 14/06 com os nucleados.,Jefferson Angelotti,2017-07-12,termi,false
23006,2017,2,2017-09-04,Realização do Festival Gastronomico Segunda Feira Gorda da Ribeira,Aumentar o fluxo de frequentadores de outras regiões da Cidade na orla da Ribeira e resgatar a tradicional segunda feira gorda da Ribeira,Aumento de 30% de frequentadores nos restaurantes participantes,"Realização do Festival Gastronômico da Segunda Feira da Ribeira, entre os dias 6 a 9/9/17, com os participantes do Núcleo",2017-08-23,2017-10-09,Claudio Senna,Wilson Gesteira,"Sebrae, Prefeitura Municipal de Salvador e Governo do Estado da Bahia","material de divulgação, ornamentação dos restaurantes participantes, out door e campanha em redes sociais.",Adriano Câmera,2018-01-04,termi,false
23006,2017,3,2017-09-04,Café da manhã com os colaboradores,Colaboradores dos restaurantes do Festival Gastronômico Segunda Feira Gorda da Ribeira envolvidos com o Evento,Participação do universo de colaboradores envolvidos assinando o termo de comprometimento com o Festival,"Realização de café da manhã com colaboradores, contando com palestras tecnicas e motivacionais, esquetes e apresentação do modus operando do Evento.",2017-08-23,2017-09-19,Wilson Gesteira,Cláudio Sena e Adriano Câmera,Sebrae e Senac,"Café da manhã, palestra motivacional e palestra técnica, camisas",Adriano Câmera,2017-09-25,termi,false
23006,2018,1,2018-01-24,Solicitar de cobertura para restaurantes da Beira Mar junto a Prefeitura,"Instalação de cobertura central, conforme projeto urbanistico da Fundação Mário Leal Ferreira, beneficiando diretamente oito restaurantes da Av Beira Mar.","Cobertura Instalada, ampliando o numero de clientes em pelo menos 20%.","A maioria do público atendido pelos restaurantes da Ribeira preferem ficar ao ar livre, protegidos apenas por sombreiros que não protegem do sol e da chuva.",2017-10-06,2018-01-06,Kátia Portela,Sinval Cardim e Wilson Gesteira,Prefeitura de Salvador,Horas técnicas,Adriano Câmera,2018-01-24,termi,false
23006,2018,2,2018-01-24,Fun tour com guias de turismo,Fun tur realizado,Incremento de turistas consumidores do destino gastronomico Ribeira,Realizar fun tour com 25 guias de turismo para inserir os restaurantes da Ribeira na rota do turismo de Salvador,2017-11-14,2017-11-25,Alexandre Bahia,Wilson e José Carlos,Moyses Cafezeiro,micro onibus e almoço para convidados,Adriano Câmera,2018-01-24,termi,false
23006,2018,3,2018-01-24,Elaborar Folder Divulgação Gastronomia Ribeira junto aos visitantes de Salvador,Elaboração de 30 mil folders,Incremento na receita de pelo menos dez por cento pela entrada de novos clientes turistas.,Elaboração e distribuição de trinta mil folders para turistas visitantes de Salvador,2017-12-13,2018-01-06,Osmar,Kátia Portela,Moyses Cafezeiro,"Cotizar 120,00 por restaurante",Adriano Câmera,2018-01-24,atras,false
23007,2017,1,2017-07-14,Curso de Costureiras,,,O curso visa ensinar novos profissionais a costurar moda íntima.Os participantes sairão do curso empregados em alguma das empresas da Toque Brasil.,2017-07-14,2017-12-31,Fábia (Mulher Brasileira),Empresários da Toque Brasil,Aciju,"Máquinas: serão usadas as máquinas de costura da Mulher Brasileira Lingerie. 
Insumos: cada empresa da Toque Brasil enviará os insumos que estão parados em seus estoques. 
Valor por participante: R$ 850,00",Joelma (Nuance Lingerie),2017-08-11,termi,false
23007,2017,2,2017-08-11,Capacitação fiscal e contábil,Positivo.,Avaliação dos próprios empresários.,"Capacitação fiscal e contábil, para esclarecer empresários e colaboradores do setor.",2017-07-20,2017-08-02,Ana Angélica,Virlene (Secretária da Toque Brasil),Contador Tércio Claudino,,Ana Angélica,2017-08-11,termi,false
23009,2017,1,2017-08-11,Encontro com os gerentes dos bancos Sicoob,"Positivo. Os empresários puderam conhecer o que os bancos oferecem em termos de crédito, e, após essa reunião, o Sicoob Credinter montou um pacote de tarifas e serviços exclusivo para os MEI's de Juruaia.",,"A ação visa conhecer as propostas dos bancos Sicoob, e apresentar a eles novos empresários.",2017-07-10,2017-07-15,Ana Angélica,José Antonio,Bancos Sicoob Credinter e Sicoob Acidredi,,Ana Angélica,2017-08-11,termi,false
23009,2017,2,2017-08-11,Busca de tendências e inspirações para desenvolvimento da coleção inverno 2018,Positivo. Os empresários voltaram com bastante inspirações e dicas para desenvolver as coleções de inverno 2018.,,"Realizar visita ao Inspiramais, fórum de inspirações que acontece em São Paulo, com tendências para o inverno/2018.",2017-06-23,2017-07-03,Ana Angélica,Aciju,Sebrae/Assintecal,Van para deslocamento dos empresários de Juruaia à São Paulo.,Ana Angélica,2017-08-11,termi,false
23011,2017,1,2017-06-23,Visitas e Diagnósticos das empresas nucleadas,,,"O plano consiste em cada empresa receber uma visita ou apresentar seu produto/serviço para os outros empresários do núcleo, que farão uma avalização.",2017-06-21,2017-08-01,Pedro Henrique Gladstone,,,"Formulários, data show, sala de reuniões da ACE.",Lucas Paiva Andrade,2017-07-20,nosub,false
23011,2017,2,2017-06-23,Marketing e relacionamento das empresas com os clientes,,,"A ação consiste nas empresas nucleadas que oferecerem serviços de publicidade, buscarem soluções para o grupo de acordo com os diagnósticos.",2017-06-21,2017-07-31,Fernando Alves Bernardes,"Info Q+, RXMG, Studio Grace.",,"Diagnósticos, materiais gráficos, data show, sala de reuniões da ACE.",Lucas Paiva Andrade,2017-06-23,nosub,false
23011,2017,3,2017-06-23,Capacitação para os empresários,,,"Devido à grande demanda, após os diagnósticos iremos buscar capacitações para os empresários em áreas específicas.",2017-07-18,2017-11-20,Evandro Rocha Franklin,,"Sebrae, UEMG, Unifran","Sala de reuniões da ACE, data show .",Lucas Paiva Andrade,2017-06-23,nosub,false
23012,2018,1,2018-05-10,Regulamento Interno e definição do logotipo,"Fortalecimento da marca;
Normas claras e definidas;",Monitoramento por lista de presença;,"Regulamento: Definição da regularidade de reuniões, condutas e monitoramento de frequência. Logomarca: Fortalecimento do segmento;",2017-01-01,2017-01-30,Sinéria,Janaína,,Profissional de comunicação e design para elaboração da arte.,Gerência,2018-05-10,termi,false
23012,2018,3,2018-05-10,Treinamento gestão financeira (SEI ADMINSTRAR) SEBRAE,Capacitação dos profissionais,,"Treinamento com valor acessível, para formação de preço de venda",2017-03-01,2017-03-31,Meire,Janaína,Sebrae e Sicoob,,Gerente,2018-05-10,termi,false
23012,2018,4,2018-05-10,Missão Empresarial Hair Brasil (Missão padrão ACIF/CDL),Atualização das tendências do segmento.,,"Visita à feira para atualização das tendências do segmento, compra de mercadorias, etc.",2017-04-01,2017-04-30,Meire,Janaína,"Sicoob Centro-Oeste, Sebrae","Locação de ônibus; captação,",,2018-05-10,termi,false
23012,2018,5,2018-05-10,"Participação no Evento Noivas, promovido pela ACIF/CDL",Fortalecimento do Núcleo e divulgação das empresas do núcleo,,Participação através maquiagem e cabelo das modelos do evento,2017-05-01,2017-05-30,Meire,Janaína,Sebrae,"Mão de obra, produtos do salão",,2018-05-10,termi,false
23012,2018,6,2018-05-10,Evento dia da Beleza,,,"Ação em todos os salões de beleza no mesmo dia ou semana, com preços promocionais",2017-06-01,2017-07-30,Meire,Janaína,,Divulgação meios sociais,,2018-05-10,termi,false
23012,2018,7,2018-05-10,Treinamentos,Capacitação e atualização dos profissionais,,Promover vários treinamentos para capacitação do segmento.,2017-08-01,2017-12-30,Janaína,Janaína,,"Captação de participantes, local para realização do evento, material de apoio, divulgação.",,2018-05-10,termi,false
23012,2018,8,2018-05-10,Levantamento de ações para 2018,,,Elaboração de plano de ação para o ano de 2018,2017-12-01,2017-12-30,Janaína,,,,,2018-05-10,,false
23013,2017,1,2017-07-05,CAPACITAÇÃO EM GESTÃO FINANCEIRA,"Desenvolvimento de workshop de educação e gestão financeira com o intuito de ensinar como calcular e controlar o custo do empreendimento, bem como fluxo de caixa, separação de pessoa fisica de juridica, e apuração de resultados mensais para identificação da viabilidade economica da empresa e/ou oportunidades/necessidades de melhorias",REALIZAÇÃO DE WORKSHOP,WORKSHOP DE GESTÃO FINANCEIRA,2017-07-17,2017-07-17,JOAO CARLOS BATISTA,JORGE FELIPE MIGUEL,JORGE FELIPE MIGUEL,"AUDITORIO, DATASHOW, APARELHAGEM DE SOM",JOÃO CARLOS BATISTA,2017-07-17,termi,false
23013,2017,2,2017-07-05,CAPACITAÇÃO EM MARKETING DIGITAL,"Desenvolvimento de workshop de marketing digital com o intuito de ensinar como realizar a divulgação de conteúdo, propaganda, promoções, etc... com foco no aumento dos clientes e consequente aumento de lucratividades das empresas.",REALIZAÇÃO DE WORKSHOP,WORKSHOP DE MARKETING DIGITAL,2017-08-14,2017-08-14,JOAO CARLOS BATISTA,SUSU COUTO,SUSU COUTO,"AUDITORIO, DATASHOW, APARELHAGEM DE SOM",JOÃO CARLOS BATISTA,2017-07-05,atras,false
23013,2017,3,2017-07-05,IMPLEMENTAÇÃO PROGRAMA 5S,"Implementação de capacitação de todos os colaboradores da empresa, ou colaboradores com capacidade de replicar o conteúdo, e implementação dos 5 sensos (utilização, organização, limpeza, saúde e higiene, e manutenção) com foco na melhoria da organização da mesma.",CONCLUSÃO DE IMPLEMENTAÇÃO PROGRAMA 5S EM PELO MENOS 80% DAS EMPRESAS PARTICIPANTES,IMPLEMENTAÇÃO PROGRAMA 5S,2017-07-24,2017-10-30,JOAO CARLOS BATISTA,ALEX VINICIUS DE ASSIS PEREIRA,ALEX VINICIUS DE ASSIS PEREIRA,"AUDITÓRIO, PROJETOR MULTIMIDIA, FLIPCHART, APARELHAGEM DE SOM, FOLHAS E CANETAS PARA ANOTAÇÕES, APOSTILA",JOÃO CARLOS BATISTA,2017-07-05,atras,false
23019,2017,1,2017-12-12,Curso de precificação,,,Curso para saber elaborar os preços de suas mercadorias,2017-10-02,2017-12-20,Cicero Junior,,,,,2018-01-29,termi,false
23019,2017,2,2017-12-12,Curso Financeiro,,,Curso para cuidar da parte financeira da empresa,2017-10-20,2017-12-30,Cicero Junior,,,,,2018-01-29,termi,false
23021,2017,1,2017-07-17,IV SEMINARIO DA MULHER EMPREENDEDORA,Apresentar Cases de mulheres empreendedoras através de palestras e ações motivacionais,É importante a participação das mulheres do NS e integração com outros Núcleos,Promovido pelo Sebrae o Seminário da Mulher empreendedora traz temas atuais e relevantes para as mulheres de todos os segmentos,2017-05-09,2017-05-31,SEBRAE,,,"pagamento de 30,00 da taxa de inscrição ao Sebrae UR 03",,2017-07-17,termi,false
23021,2017,2,2017-07-17,X ENCONTRO ESTADUAL EMPREENDER,Promover o intercâmbio entre os nucleados dos municípios participantes,evento promovido pela Coordenadora do empreender na Bahia Herriette Cedraz,Apresentar a outros municípios da Bahia o serviço diferenciado ofertado pelas manicures do NS de Feira de Santana,2017-04-11,2017-05-15,NS ESTETICISTAS,,,"CADEIRA DE MASSAGEM, GOLFINHO MASSAGEADOR, GEL DE MASSAGEM",,2017-07-17,termi,false
23021,2017,3,2017-08-09,PROFISSIONAIS UNIDOS NA PREVENÇÃO DAS HEPATITES VIRAIS,IMUNIZAR OS PROFISSIONAIS DA ÁREA DE BELEZA,,COM GRANDE NÚMERO DE PROFISSIONAIS DA ÁREA DE BELEZA CONTRAINDO O VIRUS DA HEPATITE A SEC DE SAÚDE LANÇOU EM PARECIRIA COM O EMPREENDER A CAMPANHA,2017-07-27,2017-08-14,CONSULTORA,SEC DE SAUDE,PREFEITURA DE FSA,,,2017-08-09,termi,false
23021,2017,4,2017-08-09,SEMANA DA AMAMENTAÇÃO,PROMOVER UM DIA DE BELEZA AS MÃES DO INTERNADAS NO HOSPITAL DA MULHER,UMA NUCLEADA FICOU INTERNADA NESSE HOSPITAL E PERCEBEU COMO UM DIA DE BELEZA PODE SER UTIL,"LEVAR UM DIA DE BELZA COM MASSAGENS, CUIDADOS COM A PELE E CABELO AS MÃES DO PROJETO CANGURU",2017-07-18,2017-08-03,NS ESTETICISTAS,,,"CADEIRA DE MASSAGEM, SECADOR, PRANCHA E PRODUTOS DE MASSAGEM E MAQUIAGEM",,2017-08-09,termi,false
23022,2017,1,2017-07-17,Capacitação Gestores e Colaboradores,Implementar uma cultura de aprimoramento continuo.,Horas de Treinamento,"Propor a Gestores e colaboradores, um plano de capacitação, reforçando a necessidade da melhoria continua no atendimento dos estabelecimentos participantes.",2017-08-02,2017-08-31,Carlos Eduardo,,Elementar,"Sala, equipamento áudio visual.
04 horas por turma (turma manhã e noite)",,2017-12-13,atras,false
23023,2017,1,2017-07-17,CAPACITAÇÃO EM GESTÃO FINANCEIRA,"Desenvolvimento de workshop de educação e gestão financeira com o intuito de ensinar como calcular e controlar o custo do empreendimento, bem como fluxo de caixa, separação de pessoa fisica de juridica, e apuração de resultados mensais para identificação da viabilidade economica da empresa e/ou oportunidades/necessidades de melhorias",REALIZAÇÃO DE WORKSHOP,WORKSHOP DE GESTÃO FINANCEIRA,2017-07-17,2017-07-17,JOÃO CARLOS BATISTA,JORGE FELIPE MIGUEL,JORGE FELIPE MIGUEL,"AUDITORIO, DATASHOW, APARELHAGEM DE SOM",JOAO CARLOS BATISTA,2017-07-17,termi,false
23023,2017,2,2017-07-17,CAPACITAÇÃO EM MARKETING DIGITAL,"Desenvolvimento de workshop de marketing digital com o intuito de ensinar como realizar a divulgação de conteúdo, propaganda, promoções, etc... com foco no aumento dos clientes e consequente aumento de lucratividades das empresas.",REALIZAÇÃO DE WORKSHOP,WORKSHOP DE MARKETING DIGITAL,2017-08-14,2017-08-14,JOAO CARLOS BATISTA,SUSU COUTO,SUSU COUTO,"AUDITORIO, DATASHOW, APARELHAGEM DE SOM",JOAO CARLOS BATISTA,2017-07-17,atras,false
23023,2017,3,2017-07-17,IMPLEMENTAÇÃO PROGRAMA 5S,"Implementação de capacitação de todos os colaboradores da empresa, ou colaboradores com capacidade de replicar o conteúdo, e implementação dos 5 sensos (utilização, organização, limpeza, saúde e higiene, e manutenção) com foco na melhoria da organização da mesma.",CONCLUSÃO DE IMPLEMENTAÇÃO PROGRAMA 5S EM PELO MENOS 80% DAS EMPRESAS PARTICIPANTES,IMPLEMENTAÇÃO PROGRAMA 5S,2017-07-24,2017-10-30,JOAO CARLOS BATISTA,ALEX VINICIUS DE ASSIS PEREIRA,ALEX VINICIUS DE ASSIS PEREIRA,"AUDITÓRIO, PROJETOR MULTIMIDIA, FLIPCHART, APARELHAGEM DE SOM, FOLHAS E CANETAS PARA ANOTAÇÕES, APOSTILA",JOÃO CARLOS BATISTA,2017-07-17,atras,false
23025,2017,1,2017-08-03,Reunião de apresentação do núcleo,Apresentar o núcleo para a prefeitura e conseguir parceria,Parceria e apoio da insituição,"Listar produtos a ser oferecidos 
Preparar conteúdo da reunião",2017-07-10,2017-07-17,Consultora e empresários,,,,,2017-08-03,nosub,false
23026,2017,1,2017-09-13,Sensibilização para Criação de Nucleo,Criação do Nucleo de Jovens Empreendedores,50 pessoas atingidas,"Palestra Jovens Inspiradores
Objetivo da Palestra é a sensibilização para criação do Nucleo",2017-07-13,2017-07-13,cristiane alvisi ferri,1,CACB,"coffee break, material de mkt para divulgação, brinde palestrante",ACIAA,2017-09-13,nosub,false
23028,2017,1,2017-07-30,CAPACITAÇÃO DE LICITAÇÃO,Os empresários serão capacitados para estarem aptos a participar de licitações ofertadas no municípios e fortalecer os empresários locais.,,"Consultoria especializada, capacitação, aperfeiçoamento, treinamentos em pregões presenciais e licitações do governo para potenciais fornecedores.",2017-06-30,2017-07-12,Claudio,,Pregoeiros,"Materiais de capacitação, apostilas, canetas, data show, caixa de som, microfone, coffee break,",GEILMA,2017-07-30,termi,false
23028,2017,2,2017-07-30,CAPACITAÇÃO COMPRAS GOVERNAMENTAIS,Obter o maior número de empresários locais fornecendo para o município,Capacitação,Realizar o curso de compras governamentais em parceria com o SEBRAE para capacitar os fornecedores locais.,2017-08-23,2017-08-25,LUIZ HENRIQUE,VANESSA,SEBRAE,"Material de capacitação, material gráfico, equipamentos de som, coffee break, recursos financeiros, data show, caixa de som, microfone, notebook.",GEILMA,2017-07-30,nosub,false
23028,2017,3,2017-07-30,Formação do núcleo setorial de Prestadoras de Serviços,Reter e motivar os empresários no núcleo.,,Formar o núcleo de prestadoras de serviços visando reter os empresários que tem perfil para fornecer para o município.,2017-06-10,2017-08-01,Flávio,Vanessa,Sala do empreendedor,"material de capacitação, equipamentos de som, materiais de escritório, coffee break",Geilma,2017-07-30,termi,false
23029,2017,1,2017-08-03,Boa gestão pública,,,Realizar um bom planejamento estratégico.,2017-05-18,2017-12-31,Prefeitura e Sebrae,,,,,2017-08-30,termi,false
23029,2017,2,2017-08-03,Criação do Plano Diretor,,,"Criação, andamento, revisão e aprovação pela Câmara de Vereadores",2017-01-01,2017-12-31,Prefeitura Municipal,,,,,2017-08-30,termi,false
23029,2017,3,2017-08-03,Revitalização da praça central Angelino Goulart,,,"Realizar projeto incluindo a população em geral, com ênfase à população idosa",2017-01-01,2017-12-31,Departamento do meio ambiente,,,,,2017-08-30,termi,false
23029,2017,4,2017-08-03,Melhoria e manutenção de estradas,,,"Melhorar as estradas municipais, com material apropriado e de qualidade",2017-01-01,2017-12-31,Prefeitura Municipal,,,,,2017-08-30,termi,false
23029,2017,5,2017-08-03,Coleta seletiva do lixo,,,"Introduzir a coleta seletiva no município, através de informações e ensinamentos à população de como realizar a separação do lixo.",2017-01-01,2017-12-31,Prefeitura e Associação de Reciclagem,,,,,2017-08-30,termi,false
23029,2017,6,2017-08-03,Melhoria das informações turísticas no site da Prefeitura Municipal,,,"Incluir mais informações turísticas, gastronômicas e históricas no site",2017-01-01,2018-06-30,Assessoria de imprensa da P. Municipal,,,,,2017-08-30,termi,false
23029,2017,7,2017-08-03,Ampliação e melhoria da rede de saneamento básico,,,"Montar projeto de qualidade, com legislação adequada, fiscalização e funcionamento efetivo",2017-01-01,2020-12-31,Prefeitura e companhia de águas,,,,,2017-08-30,termi,false
23029,2017,8,2017-08-03,"Reforma do prédio do ano de 1934, o antigo Hotel da Luz (Marco Zero)",,,"Criar legislação, planejamento e projetos para captação de recursos para a restauração do prédio",2017-01-01,2018-12-31,Prefeitura e parceiros,,,,,2017-08-30,termi,false
23029,2017,9,2017-08-03,"Criação do ""Quarteirão Modelo""",,,"Criar um quarteirão modelo, com arborização, pintura, ciclovia  e outros",2017-01-01,2018-12-31,Prefeitura e parceiros,,,,,2017-08-30,termi,false
23029,2017,10,2017-08-03,Festa de Nossa Senhora da Luz (padroeira do município),,,"Através da integração de vários setores, ampliar e melhorar a festa anual em homenagem à Nossa Senhora da Luz",2017-01-01,2018-12-31,Paróquia N. Sra. da Luz e comunidade,,,,,2017-08-30,termi,false
23029,2017,11,2017-08-03,Incremento da FEOVELHA e revitalização da Comparsa da Canção Nativa,,,"Integração de todos os setores em prol da FEOVELHA e recriação da Comparsa da Canção Nativa, com atividades que atraiam maior número de turistas.",2017-01-01,2018-12-31,"SRPM, Prefeitura e empresários",,,,,2017-08-30,termi,false
23029,2017,12,2017-11-29,Capacitação para formação do NS do Turismo,"Foram formados grupos de trabalho, que escolheram e apresentaram os potenciais que poderiam ser explorados, definindo assim, um primeiro leque de possibilidades turísticas para o município.","O município de Pinheiro Machado está inserido no ""Plano Regional do Turismo da Região Pampa Gaúcho"", da Secretaria de Estado do Turismo do RS, desde o ano de 2014.","Reunião de formação do NS do Turismo, com a presença de 29 participantes (empresários, poder público, Sindicatos Rurais e futuros empreendedores).",2017-04-17,2017-04-17,"Consultor do SRPM, consultora do SEBRAE",Empresas e instituições do município,Poder público,"Capacitação técnica, local para reuniões e recursos de mídia, com o objetivo de transmitir informações relevantes sobre o tema em outras localidades, com projetos já em andamento.",Consultor do SRPM e parceiros,2017-11-29,termi,false
