id,id_orcamento_pai,idprojeto,nuacao,idnat,idgrupo,identidadeprop,descricao,valor_economico,valor_financeiro,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,id_centro_custo
1717,,2005,2,0tq4i,0j01z,17,Gestão e Monitoramento,5000.00,0.00,2021-08-31 11:39:17,patriciarego,2021-08-31 11:39:17,patriciarego,
1718,,2005,3,0tq4i,0j01z,17,Acompanhamento da execução das mensurações,8000.00,0.00,2021-08-31 11:39:53,patriciarego,2021-08-31 11:39:53,patriciarego,
1719,,2005,4,0tq4i,0j01z,17,Acompanhamento da execução das avaliações,5000.00,0.00,2021-08-31 11:40:19,patriciarego,2021-08-31 11:40:19,patriciarego,
1720,,2005,6,0tq4i,0j01z,17,Consultoria individual – manejo da videira,5000.00,0.00,2021-08-31 11:41:57,patriciarego,2021-08-31 11:41:57,patriciarego,
1721,,2027,1,0tq4i,0j01z,350,RS - Caxias do Sul - MICROEMPA - Prêmio Hors Concours,0.00,195000.00,2021-09-20 13:12:04,nmabeck,2022-02-19 00:31:27,nmabeck,
1722,,2027,3,0tq4i,0j01z,350,SC - Brusque - Fabricantes de Toalhas - Prêmio 2º Lugar Empreender Competitivo 2021,0.00,10000.00,2021-10-01 10:38:24,nmabeck,2022-02-19 00:31:27,nmabeck,
1723,,2027,4,0tq4i,0j01z,350,PR - Londrina - Arquitetos - IARQ - Prêmio 3º Lugar Empreender Competitivo 2021,0.00,7000.00,2021-10-08 10:50:38,nmabeck,2022-02-19 00:31:27,nmabeck,
1724,,2027,23,0tq4i,0j01z,350,27. PR - Maringá - Jovens Empresários - Treinamento em Gestão 4.0,0.00,13750.00,2021-11-05 10:52:59,nmabeck,2022-02-19 00:31:27,nmabeck,
1725,,2027,23,0tq4i,0j01z,138,27. PR - Maringá - Jovens Empresários - Treinamento em Gestão 4.0,0.00,11250.00,2021-11-05 10:52:59,nmabeck,2022-02-19 00:17:37,nmabeck,
1726,,2027,15,0tq4i,0j01z,350,12. PR - Francisco Beltrão - ENOVA - Curso Desenvolvimento Perfil Comportamental,0.00,2420.00,2021-11-09 09:32:25,nmabeck,2022-02-19 00:31:27,nmabeck,
1727,,2027,15,0tq4i,0j01z,138,12. PR - Francisco Beltrão - ENOVA - Curso Desenvolvimento Perfil Comportamental,0.00,1980.00,2021-11-09 09:32:25,nmabeck,2022-02-19 00:17:37,nmabeck,
1728,,2027,16,0tq4i,0j01z,350,13. PR - Francisco Beltrão - IDEA - Workshop Vendas Pitch,0.00,5555.00,2021-11-09 11:33:11,nmabeck,2022-02-19 00:31:27,nmabeck,
1729,,2027,16,0tq4i,0j01z,138,13. PR - Francisco Beltrão - IDEA - Workshop Vendas Pitch,0.00,4545.00,2021-11-09 11:33:12,nmabeck,2022-02-19 00:17:37,nmabeck,
1730,,2027,17,0tq4i,0j01z,350,15. PR - Francisco Beltrão - REVEBEL - Campanha de Marketing e Vendas,0.00,5775.00,2021-11-09 13:12:56,nmabeck,2022-02-19 00:31:27,nmabeck,
1731,,2027,17,0tq4i,0j01z,138,15. PR - Francisco Beltrão - REVEBEL - Campanha de Marketing e Vendas,0.00,4725.00,2021-11-09 13:12:56,nmabeck,2022-02-19 00:17:37,nmabeck,
1732,,2027,18,0tq4i,0j01z,350,19. PR - Cascavel - Óticas - Workshop de Vendas,0.00,1669.80,2021-11-09 17:01:32,nmabeck,2022-02-19 00:31:27,nmabeck,
1733,,2027,18,0tq4i,0j01z,138,19. PR - Cascavel - Óticas - Workshop de Vendas,0.00,1366.20,2021-11-09 17:01:33,nmabeck,2022-02-19 00:17:37,nmabeck,
1734,,2027,19,0tq4i,0j01z,350,20. PR - Cascavel - Óticas - Workshop Liderança Empresarial,0.00,834.90,2021-11-09 17:54:34,nmabeck,2022-02-19 00:31:27,nmabeck,
1735,,2027,19,0tq4i,0j01z,138,20. PR - Cascavel - Óticas - Workshop Liderança Empresarial,0.00,683.10,2021-11-09 17:54:35,nmabeck,2022-02-19 00:17:37,nmabeck,
1736,,2027,20,0tq4i,0j01z,350,21. PR - Cascavel - Terapeutas - Liderança Empreendedora,0.00,2310.00,2021-11-09 19:10:47,nmabeck,2022-02-19 00:31:27,nmabeck,
1737,,2027,20,0tq4i,0j01z,138,21. PR - Cascavel - Terapeutas - Liderança Empreendedora,0.00,1890.00,2021-11-09 19:10:47,nmabeck,2022-02-19 00:17:37,nmabeck,
1738,,2027,14,0tq4i,0j01z,350,11. PR - Missal - Mulher Empresária - Consultoria de Marketing,0.00,2530.00,2021-11-10 05:45:09,nmabeck,2022-02-19 00:31:27,nmabeck,
1739,,2027,14,0tq4i,0j01z,138,11. PR - Missal - Mulher Empresária - Consultoria de Marketing,0.00,2070.00,2021-11-10 05:45:09,nmabeck,2022-02-19 00:17:37,nmabeck,
1740,,2027,21,0tq4i,0j01z,350,25. PR - Irati - Jovens Empresários - Capacitação em Gestão Financeira,0.00,1419.00,2021-11-10 06:19:23,nmabeck,2022-02-19 00:31:27,nmabeck,
1741,,2027,21,0tq4i,0j01z,138,25. PR - Irati - Jovens Empresários - Capacitação em Gestão Financeira,0.00,1161.00,2021-11-10 06:19:23,nmabeck,2022-02-19 00:17:37,nmabeck,
1742,,2027,22,0tq4i,0j01z,350,26. PR - Irati - Mulher Empresária - Capacitação em Canvas,0.00,2172.43,2021-11-10 07:22:05,nmabeck,2022-02-19 00:31:27,nmabeck,
1743,,2027,22,0tq4i,0j01z,138,26. PR - Irati - Mulher Empresária - Capacitação em Canvas,0.00,1777.45,2021-11-10 07:22:05,nmabeck,2022-02-19 00:17:37,nmabeck,
1744,,2027,5,0tq4i,0j01z,350,1.MG - Uberlândia - Mulher Empresária - Mentoria,0.00,2200.00,2021-11-22 08:38:54,luiz.santos,2022-02-19 00:31:27,nmabeck,
1745,,2027,5,0tq4i,0j01z,138,1.MG - Uberlândia - Mulher Empresária - Mentoria,0.00,1800.00,2021-11-22 08:38:54,luiz.santos,2022-02-19 00:17:37,nmabeck,
1746,,2027,6,0tq4i,0j01z,350,2. MG - Uberlândia - Mulher Empresária - Workshop Empreendedorismo Feminino,0.00,4400.00,2021-11-22 08:39:32,luiz.santos,2022-02-19 00:31:27,luiz.santos,
1747,,2027,6,0tq4i,0j01z,138,2. MG - Uberlândia - Mulher Empresária - Workshop Empreendedorismo Feminino,0.00,3600.00,2021-11-22 08:39:32,luiz.santos,2022-02-19 00:17:37,luiz.santos,
1748,,2027,7,0tq4i,0j01z,350,3. MG - Uberlândia - Multisetorial - 1º Painel de Transformação Digital,0.00,1925.00,2021-11-22 08:40:45,luiz.santos,2022-02-19 00:31:27,luiz.santos,
1749,,2027,7,0tq4i,0j01z,138,3. MG - Uberlândia - Multisetorial - 1º Painel de Transformação Digital,0.00,1575.00,2021-11-22 08:40:46,luiz.santos,2022-02-19 00:17:37,luiz.santos,
1750,,2027,9,0tq4i,0j01z,350,6. MG - Patrocínio - Petshop - Workshop de Atendimento Banho e Tosa,0.00,2750.00,2021-11-22 08:43:43,luiz.santos,2022-02-19 00:31:27,luiz.santos,
1751,,2027,9,0tq4i,0j01z,138,6. MG - Patrocínio - Petshop - Workshop de Atendimento Banho e Tosa,0.00,2250.00,2021-11-22 08:43:43,luiz.santos,2022-02-19 00:17:37,luiz.santos,
1752,,2027,10,0tq4i,0j01z,138,7. MG - Patrocínio - Vestuário e Varejo - Campanha de Visitação,0.00,990.00,2021-11-22 08:45:34,luiz.santos,2022-02-19 00:17:37,luiz.santos,
1753,,2027,10,0tq4i,0j01z,350,7. MG - Patrocínio - Vestuário e Varejo - Campanha de Visitação,0.00,1210.00,2021-11-22 08:45:56,luiz.santos,2022-02-19 00:31:27,luiz.santos,
1754,,2027,11,0tq4i,0j01z,350,8. MG - Patrocínio - Multissetorial - Consultoria em Estratégias Digitais,0.00,10752.50,2021-11-22 08:50:34,luiz.santos,2022-02-19 00:31:27,luiz.santos,
1755,,2027,11,0tq4i,0j01z,138,8. MG - Patrocínio - Multissetorial - Consultoria em Estratégias Digitais,0.00,8797.50,2021-11-22 08:50:35,luiz.santos,2022-02-19 00:17:37,luiz.santos,
1756,,2027,8,0tq4i,0j01z,350,5. MG - Patrocínio - Informática - Workshop Autogestão,0.00,1294.70,2021-11-22 08:52:05,luiz.santos,2022-02-19 00:31:27,luiz.santos,
1757,,2027,8,0tq4i,0j01z,138,5. MG - Patrocínio - Informática - Workshop Autogestão,0.00,1059.30,2021-11-22 08:52:06,luiz.santos,2022-02-19 00:17:37,luiz.santos,
1758,,2027,12,0tq4i,0j01z,350,9. MG - Além Paraíba - Vestuário - Capacitação,0.00,12787.50,2021-11-22 08:53:10,luiz.santos,2022-02-19 00:31:27,luiz.santos,
1759,,2027,12,0tq4i,0j01z,138,9. MG - Além Paraíba - Vestuário - Capacitação,0.00,10462.50,2021-11-22 08:53:10,luiz.santos,2022-02-19 00:17:37,luiz.santos,
1760,,2027,13,0tq4i,0j01z,350,10. MG - Jacutinga - Malharias - EMPRETEC,0.00,15840.00,2021-11-22 08:54:26,luiz.santos,2022-02-19 00:31:27,luiz.santos,
1761,,2027,13,0tq4i,0j01z,138,10. MG - Jacutinga - Malharias - EMPRETEC,0.00,12960.00,2021-11-22 08:54:27,luiz.santos,2022-02-19 00:17:37,luiz.santos,
1762,,2027,24,0tq4i,0j01z,350,29. MG - Jacutinga - Malharias - Palestra Tendência de Moda 2022,0.00,8250.00,2021-11-22 08:55:18,luiz.santos,2022-02-19 00:31:27,luiz.santos,
1763,,2027,24,0tq4i,0j01z,138,29. MG - Jacutinga - Malharias - Palestra Tendência de Moda 2022,0.00,6750.00,2021-11-22 08:55:19,luiz.santos,2022-02-19 00:17:37,luiz.santos,
1764,,2027,2,0tq4i,0j01z,350,DF - Brasília - CNE - Mulheres Empresárias - Prêmio 1º Lugar Empreender Competitivo 2021,0.00,15000.00,2021-12-03 15:53:34,nmabeck,2022-02-19 00:31:27,nmabeck,
1765,,2027,25,03ia9,0g2lz,350,Atividades de apoio,0.00,55400.00,2021-12-15 13:52:26,renato.rossi,2022-03-22 11:57:20,nmabeck,
1766,,,,,,,,,,2022-02-01 16:43:14,renato.rossi,2022-02-01 16:43:14,renato.rossi,147
1767,,2028,5,0dzo5,desvi,448,Empreender nos estados e municípios,0.00,13656.00,2022-02-01 16:58:25,renato.rossi,2022-02-19 01:41:20,renato.rossi,147
1768,,2028,2,0z1qm,desvi,448,Gestão e monitoramento,0.00,46846.80,2022-02-02 14:59:21,renato.rossi,2022-02-19 01:41:20,renato.rossi,199
1769,,2028,5,0kwl1,matco,448,Empreender nos estados e municípios,0.00,245518.00,2022-02-03 16:47:34,lsoares,2022-12-05 16:09:25,renato.rossi,245
1770,,2028,5,consu,serpr,448,Empreender nos estados e municípios,0.00,5080242.60,2022-02-03 17:24:46,lsoares,2022-02-19 01:41:20,renato.rossi,148
1771,,2028,5,079f4,0mdd4,448,Empreender nos estados e municípios,0.00,79875.00,2022-02-03 17:24:46,lsoares,2022-02-19 01:41:20,renato.rossi,165
1772,,2028,5,0c3lj,desvi,448,Empreender nos estados e municípios,0.00,17721.48,2022-02-03 17:24:46,lsoares,2022-02-19 01:41:20,renato.rossi,194
1773,,,,,,,,,,2022-02-03 18:02:29,lsoares,2022-02-03 18:02:29,lsoares,155
1774,,,,,,,,,,2022-02-03 18:12:22,lsoares,2022-02-03 18:12:22,lsoares,157
1775,,,,,,,,,,2022-02-03 18:15:18,lsoares,2022-02-03 18:15:18,lsoares,157
1776,,2028,6,0g847,0wmfs,448,Revisão da Metodologia,0.00,14487.00,2022-02-03 18:19:08,lsoares,2022-02-19 01:41:20,renato.rossi,156
1777,,2028,6,consu,serpr,448,Revisão da Metodologia,0.00,106920.00,2022-02-03 18:19:09,lsoares,2022-02-19 01:41:20,renato.rossi,154
1778,,2028,6,0z1qm,desvi,448,Revisão da Metodologia,0.00,12548.00,2022-02-03 18:19:09,lsoares,2022-02-19 01:41:20,renato.rossi,155
1779,,2028,6,aerea,desvi,448,Revisão da Metodologia,0.00,9750.00,2022-02-03 18:19:09,lsoares,2022-02-19 01:41:20,renato.rossi,157
1780,,,,,,,,,,2022-02-03 18:40:45,lsoares,2022-02-03 18:40:45,lsoares,161
1781,,2028,7,0g847,0wmfs,448,Capacitação,0.00,197997.20,2022-02-03 18:49:30,lsoares,2022-02-19 01:41:20,renato.rossi,161
1782,,2028,7,0b2jv,0wmfs,448,Capacitação,0.00,17034.00,2022-02-03 18:49:30,lsoares,2022-02-19 01:41:20,renato.rossi,162
1783,,2028,7,consu,serpr,448,Capacitação,0.00,647314.80,2022-02-03 18:49:31,lsoares,2022-02-19 01:41:20,renato.rossi,158
1784,,2028,7,0aq7i,041eq,448,Capacitação,0.00,15330.00,2022-02-03 18:49:31,lsoares,2022-02-19 01:41:20,renato.rossi,164
1785,,2028,7,079f4,0mdd4,448,Capacitação,0.00,15754.86,2022-02-03 18:49:31,lsoares,2022-02-19 01:41:20,renato.rossi,165
1786,,2028,7,0z1qm,desvi,448,Capacitação,0.00,429638.14,2022-02-03 18:49:31,lsoares,2022-02-19 01:41:20,renato.rossi,160
1787,,2028,7,05q43,desvi,448,Capacitação,0.00,38764.80,2022-02-03 18:49:32,lsoares,2022-02-19 01:41:20,renato.rossi,159
1788,,2028,7,aerea,desvi,448,Capacitação,0.00,226200.00,2022-02-03 18:49:32,lsoares,2022-02-19 01:41:20,renato.rossi,163
1789,,2028,8,0g847,0wmfs,448,Intercâmbio de experiências e valorização de boas práticas,0.00,180376.02,2022-02-03 19:10:06,lsoares,2022-02-19 01:41:20,renato.rossi,169
1790,,2028,8,0b2jv,0wmfs,448,Intercâmbio de experiências e valorização de boas práticas,0.00,74381.80,2022-02-03 19:10:06,lsoares,2022-02-19 01:41:20,renato.rossi,170
1791,,2028,8,0347x,0wmfs,448,Intercâmbio de experiências e valorização de boas práticas,0.00,53591.00,2022-02-03 19:10:07,lsoares,2022-02-19 01:41:20,renato.rossi,173
1792,,2028,8,consu,serpr,448,Intercâmbio de experiências e valorização de boas práticas,0.00,65208.00,2022-02-03 19:10:07,lsoares,2022-02-19 01:41:20,renato.rossi,166
1793,,2028,8,rpale,serpr,448,Intercâmbio de experiências e valorização de boas práticas,0.00,106000.00,2022-02-03 19:10:07,lsoares,2022-02-19 01:41:20,renato.rossi,171
1794,,2028,8,0aq7i,041eq,448,Intercâmbio de experiências e valorização de boas práticas,0.00,20540.00,2022-02-03 19:10:07,lsoares,2022-02-19 01:41:20,renato.rossi,174
1795,,2028,8,0z1qm,desvi,448,Intercâmbio de experiências e valorização de boas práticas,0.00,500591.52,2022-02-03 19:10:08,lsoares,2022-02-19 01:41:20,renato.rossi,168
1796,,2028,8,05q43,desvi,448,Intercâmbio de experiências e valorização de boas práticas,0.00,71391.84,2022-02-03 19:10:08,lsoares,2022-02-19 01:41:20,renato.rossi,167
1797,,2028,8,aerea,desvi,448,Intercâmbio de experiências e valorização de boas práticas,0.00,276900.00,2022-02-03 19:10:08,lsoares,2022-02-19 01:41:20,renato.rossi,172
1798,,2028,9,03ia9,0g2lz,448,Apoio a demandas,0.00,6900000.00,2022-02-03 19:28:57,lsoares,2023-03-01 07:33:23,gabriel.lima,175
1799,,2028,9,consu,serpr,448,Apoio a demandas,0.00,1921072.00,2022-02-03 19:28:57,lsoares,2023-03-01 07:33:23,gabriel.lima,176
1800,,2028,9,0z1qm,desvi,448,Apoio a demandas,0.00,108751.50,2022-02-03 19:28:57,lsoares,2023-03-01 07:33:24,gabriel.lima,178
1801,,2028,9,05q43,desvi,448,Apoio a demandas,0.00,16954.56,2022-02-03 19:28:58,lsoares,2023-03-01 07:33:24,gabriel.lima,177
1802,,2028,9,0psks,08h7e,448,Apoio a demandas,0.00,58500.00,2022-02-03 19:28:58,lsoares,2023-03-01 07:33:23,gabriel.lima,179
1803,,2028,10,0g847,0wmfs,448,Sensibilização de dirigentes,0.00,5110.00,2022-02-03 19:34:25,lsoares,2022-02-19 01:41:20,renato.rossi,182
1804,,2028,10,rpale,serpr,448,Sensibilização de dirigentes,0.00,107184.00,2022-02-03 19:34:25,lsoares,2022-02-19 01:41:20,renato.rossi,183
1805,,2028,10,0z1qm,desvi,448,Sensibilização de dirigentes,0.00,383139.90,2022-02-03 19:34:25,lsoares,2022-02-19 01:41:20,renato.rossi,181
1806,,2028,10,aerea,desvi,448,Sensibilização de dirigentes,0.00,105300.00,2022-02-03 19:34:25,lsoares,2022-02-19 01:41:20,renato.rossi,184
1807,,2028,11,0b2jv,0wmfs,448,Capacitação de executivos,0.00,33897.66,2022-02-03 19:41:19,lsoares,2022-02-19 01:41:20,renato.rossi,189
1808,,2028,11,consu,serpr,448,Capacitação de executivos,0.00,170016.00,2022-02-03 19:41:19,lsoares,2022-02-19 01:41:20,renato.rossi,185
1809,,2028,11,0z1qm,desvi,448,Capacitação de executivos,0.00,624902.85,2022-02-03 19:41:19,lsoares,2022-02-19 01:41:20,renato.rossi,
1810,,2028,11,aerea,desvi,448,Capacitação de executivos,0.00,56550.00,2022-02-03 19:41:20,lsoares,2022-02-19 01:41:20,renato.rossi,
1811,,2028,12,0g847,0wmfs,448,Planejamento estratégico,0.00,9658.40,2022-02-03 19:48:59,lsoares,2022-02-19 01:41:20,renato.rossi,195
1812,,2028,12,0b2jv,0wmfs,448,Planejamento estratégico,0.00,681.36,2022-02-03 19:49:00,lsoares,2022-02-19 01:41:20,renato.rossi,196
1813,,2028,12,consu,serpr,448,Planejamento estratégico,0.00,2111380.00,2022-02-03 19:49:00,lsoares,2022-02-19 01:41:20,renato.rossi,192
1814,,2028,12,0z1qm,desvi,448,Planejamento estratégico,0.00,503881.95,2022-02-03 19:49:00,lsoares,2022-02-19 01:41:20,renato.rossi,193
1815,,2028,12,0dzo5,desvi,448,Planejamento estratégico,0.00,82505.00,2022-02-03 19:49:00,lsoares,2022-02-19 01:41:20,renato.rossi,191
1816,,2028,12,0c3lj,desvi,448,Planejamento estratégico,0.00,197045.98,2022-02-03 19:49:01,lsoares,2022-02-19 01:41:20,renato.rossi,194
1817,,2028,12,aerea,desvi,448,Planejamento estratégico,0.00,337350.00,2022-02-03 19:49:01,lsoares,2022-02-19 01:41:20,renato.rossi,197
1818,,2028,2,079f4,0mdd4,448,Gestão e monitoramento,0.00,92730.48,2022-02-03 19:57:07,lsoares,2022-02-19 01:41:20,renato.rossi,204
1819,,2028,2,0xfcj,matco,448,Gestão e monitoramento,0.00,15142.86,2022-02-03 19:57:07,lsoares,2022-02-19 01:41:20,renato.rossi,202
1820,,2028,2,consu,serpr,448,Gestão e monitoramento,0.00,1382040.00,2022-02-03 19:57:08,lsoares,2022-02-19 01:41:20,renato.rossi,198
1821,,2028,2,scorr,041eq,448,Gestão e monitoramento,0.00,7664.40,2022-02-03 19:57:08,lsoares,2022-02-19 01:41:20,renato.rossi,200
1822,,2028,2,aerea,desvi,448,Gestão e monitoramento,0.00,46800.00,2022-02-03 19:57:08,lsoares,2022-02-19 01:41:20,renato.rossi,203
1823,,2028,3,consu,serpr,448,Mensuração,0.00,163368.00,2022-02-03 19:58:22,lsoares,2022-02-19 01:41:20,lsoares,205
1824,,2028,14,edito,sergr,448,Comunicação,0.00,149506.50,2022-02-03 20:02:13,lsoares,2022-02-19 01:41:20,lsoares,207
1825,,2028,14,consu,serpr,448,Comunicação,0.00,354420.00,2022-02-03 20:02:13,lsoares,2022-02-19 01:41:20,lsoares,206
1826,,2028,14,0aq7i,041eq,448,Comunicação,0.00,122613.34,2022-02-03 20:02:13,lsoares,2022-02-19 01:41:20,lsoares,208
1827,,2028,15,079f4,0mdd4,448,Portal do Empreender,0.00,15754.86,2022-02-03 20:04:32,lsoares,2022-02-19 01:41:20,lsoares,210
1828,,2028,15,consu,serpr,448,Portal do Empreender,0.00,760320.00,2022-02-03 20:04:32,lsoares,2022-02-19 01:41:20,lsoares,209
1829,,2028,5,0g847,0wmfs,447,Empreender nos estados e municípios,0.00,894075.00,2022-02-03 22:33:56,lsoares,2022-02-19 00:31:27,renato.rossi,150
1830,,2028,5,079f4,0mdd4,447,Empreender nos estados e municípios,0.00,221910.00,2022-02-03 22:33:56,lsoares,2022-02-19 00:31:27,renato.rossi,153
1831,,2028,5,0xfcj,matco,447,Empreender nos estados e municípios,0.00,240273.05,2022-02-03 22:33:56,lsoares,2022-02-19 00:31:27,renato.rossi,151
1833,,2028,5,consu,serpr,447,Empreender nos estados e municípios,1197560.00,1326000.00,2022-02-03 22:33:57,lsoares,2022-02-19 00:31:27,renato.rossi,148
1834,,2028,9,03ia9,0g2lz,447,Apoio a demandas,1920000.00,1920000.00,2022-02-03 22:43:23,lsoares,2023-03-01 07:33:23,gabriel.lima,175
1835,,2028,10,05q43,desvi,447,Sensibilização de dirigentes,0.00,305336.00,2022-02-03 22:46:23,lsoares,2022-02-19 00:31:27,renato.rossi,180
1836,,2028,11,05q43,desvi,447,Capacitação de executivos,0.00,129216.00,2022-02-03 22:48:09,lsoares,2022-02-19 00:31:27,renato.rossi,186
1837,,2028,11,0g847,0wmfs,447,Capacitação de executivos,0.00,420140.40,2022-02-03 22:53:17,lsoares,2022-02-19 00:31:27,renato.rossi,188
1838,,2028,12,consu,serpr,447,Planejamento estratégico,2080000.00,0.00,2022-02-03 22:55:15,lsoares,2022-02-19 00:31:27,renato.rossi,192
1839,,2028,2,osert,sertr,447,Gestão e monitoramento,0.00,117000.00,2022-02-03 22:58:38,lsoares,2022-02-19 00:31:27,renato.rossi,201
1840,,2028,2,consu,serpr,447,Gestão e monitoramento,0.00,151168.80,2022-02-03 22:59:43,lsoares,2022-02-19 00:31:27,renato.rossi,198
1841,,189,7,08s8t,0wmfs,88,Prêmio Empreender,0.00,0.00,2022-03-24 17:10:22,renato.rossi,2022-03-24 17:12:27,renato.rossi,25
1842,,2028,2,04t75,destr,449,Gestão e monitoramento,0.00,666327.36,2022-05-18 13:25:35,renato.rossi,2023-03-01 11:20:27,renato.rossi,212
1843,,,,,,,,,,2022-07-15 11:32:05,lsoares,2022-07-15 11:32:05,lsoares,213
1844,,2029,2,consu,serpr,450,Gestão e monitoramento,0.00,1090500.00,2022-07-15 11:33:04,lsoares,2023-03-09 10:47:44,lsoares,213
1845,,2029,2,consu,serpr,451,Gestão e monitoramento,109800.00,0.00,2022-07-15 14:37:04,lsoares,2023-03-09 16:09:08,lsoares,213
1846,,2029,2,079f4,0mdd4,451,Gestão e monitoramento,180000.00,0.00,2022-07-15 14:49:17,lsoares,2023-03-09 10:47:43,lsoares,214
1847,,2029,3,consu,serpr,451,Mensuração,0.00,109800.00,2022-07-15 14:57:45,lsoares,2022-07-18 15:01:36,lsoares,215
1848,,,,,,,,,,2022-07-15 15:31:56,lsoares,2022-07-15 15:31:56,lsoares,216
1849,,2029,5,consu,serpr,450,Estudos e pesquisas,0.00,236800.00,2022-07-15 15:37:35,lsoares,2022-07-15 15:38:08,lsoares,216
1850,,,,,,,,,,2022-07-15 15:39:27,lsoares,2022-07-15 15:39:27,lsoares,217
1851,,2029,5,0aq7i,041eq,450,Estudos e pesquisas,0.00,47511.00,2022-07-15 15:40:13,lsoares,2022-07-15 15:42:56,lsoares,217
1852,,2029,6,consu,serpr,450,Governança e sensibilização,0.00,1350680.00,2022-07-15 15:44:48,lsoares,2023-01-26 10:53:57,renato.rossi,218
1853,,2029,6,diari,desvi,450,Governança e sensibilização,0.00,74320.60,2022-07-15 15:47:01,lsoares,2023-01-26 10:53:57,renato.rossi,219
1854,,,,,,,,,,2022-07-15 15:51:59,lsoares,2022-07-15 15:51:59,lsoares,220
1856,,2029,6,0g847,0wmfs,450,Governança e sensibilização,0.00,7067.00,2022-07-15 15:55:50,lsoares,2023-01-26 10:53:56,renato.rossi,220
1857,,2029,6,0b2jv,0wmfs,450,Governança e sensibilização,0.00,21294.00,2022-07-15 15:58:11,lsoares,2023-01-26 10:53:56,renato.rossi,221
1858,,2029,6,aerea,desvi,450,Governança e sensibilização,0.00,102000.00,2022-07-15 16:05:31,lsoares,2023-01-26 10:53:57,renato.rossi,222
1859,,2029,6,0aq7i,041eq,451,Governança e sensibilização,0.00,125722.50,2022-07-15 16:09:54,lsoares,2023-01-26 10:53:56,renato.rossi,223
1860,,2029,6,079f4,0mdd4,450,Governança e sensibilização,0.00,62640.00,2022-07-15 16:11:59,lsoares,2023-01-26 10:53:56,renato.rossi,224
1861,,2029,7,consu,serpr,450,Atuação em rede,0.00,334432.00,2022-07-15 16:13:31,lsoares,2022-07-15 16:13:56,lsoares,225
1862,,,,,,,,,,2022-07-15 16:15:57,lsoares,2022-07-15 16:15:57,lsoares,226
1864,,2029,7,diari,desvi,450,Atuação em rede,0.00,197100.00,2022-07-15 16:25:51,lsoares,2022-07-15 16:26:14,lsoares,226
1865,,2029,7,0g847,0wmfs,451,Atuação em rede,28268.00,0.00,2022-07-15 16:27:11,lsoares,2022-07-15 16:27:40,lsoares,227
1866,,,,,,,,,,2022-07-15 16:31:10,lsoares,2022-07-15 16:31:10,lsoares,228
1867,,2029,7,0b2jv,0wmfs,450,Atuação em rede,0.00,2839.20,2022-07-15 16:32:45,lsoares,2022-07-15 16:32:57,lsoares,228
1868,,2029,7,aerea,desvi,450,Atuação em rede,0.00,243000.00,2022-07-15 16:33:35,lsoares,2022-07-15 16:33:51,lsoares,229
1869,,2029,7,0aq7i,041eq,451,Atuação em rede,4000.00,0.00,2022-07-15 16:34:52,lsoares,2022-07-15 16:36:34,lsoares,230
1870,,2029,7,0aq7i,041eq,451,Atuação em rede,0.00,15006.00,2022-07-15 16:37:15,lsoares,2022-07-18 15:11:30,lsoares,230
1871,,2029,8,consu,serpr,451,Desenvolvimento de competências,0.00,0.00,2022-07-15 16:38:34,lsoares,2023-01-24 11:29:35,renato.rossi,
1872,,2029,8,consu,serpr,450,Desenvolvimento de competências,0.00,0.00,2022-07-15 16:39:47,lsoares,2023-01-24 11:29:36,renato.rossi,231
1873,,2029,8,diari,desvi,450,Desenvolvimento de competências,0.00,0.00,2022-07-15 16:43:40,lsoares,2023-01-24 11:29:37,renato.rossi,232
1874,,2029,8,0g847,0wmfs,451,Desenvolvimento de competências,0.00,0.00,2022-07-15 16:44:58,lsoares,2023-01-24 11:29:34,renato.rossi,233
1875,,2029,8,0b2jv,0wmfs,450,Desenvolvimento de competências,0.00,0.00,2022-07-15 16:48:34,lsoares,2023-01-24 11:29:36,renato.rossi,234
1876,,2029,8,aerea,desvi,450,Desenvolvimento de competências,0.00,0.00,2022-07-15 16:50:26,lsoares,2023-01-24 11:29:37,renato.rossi,235
1877,,2029,8,0aq7i,041eq,451,Desenvolvimento de competências,0.00,0.00,2022-07-15 16:51:34,lsoares,2023-01-24 11:29:35,renato.rossi,236
1878,,2029,8,0aq7i,041eq,450,Desenvolvimento de competências,0.00,0.00,2022-07-15 16:53:58,lsoares,2023-01-24 11:29:36,renato.rossi,236
1879,,2029,8,05q43,desvi,450,Desenvolvimento de competências,0.00,0.00,2022-07-15 16:55:57,lsoares,2023-01-24 11:29:36,renato.rossi,237
1880,,2029,9,consu,serpr,450,Mercado,0.00,0.00,2022-07-15 16:57:54,lsoares,2023-01-24 11:25:52,renato.rossi,238
1881,,2029,9,diari,desvi,450,Mercado,0.00,0.00,2022-07-15 16:59:31,lsoares,2023-01-24 11:25:53,renato.rossi,232
1882,,2029,9,0g847,0wmfs,450,Mercado,0.00,0.00,2022-07-15 17:01:28,lsoares,2023-01-24 11:25:52,renato.rossi,240
1883,,2029,9,0b2jv,0wmfs,450,Mercado,0.00,0.00,2022-07-15 17:02:33,lsoares,2023-01-24 11:25:52,renato.rossi,241
1884,,2029,9,aerea,desvi,450,Mercado,0.00,0.00,2022-07-15 17:04:17,lsoares,2023-01-24 11:25:53,renato.rossi,242
