idassociacao,idfederacao,nmrazao,nucnpj,dtfundacao,idcidade,nucep,nunumero,dscomplemento,nufone,nufax,nufone2,dsemail,dshomepage,flativo,flvalidado,dsendereco,dsbairro,idbanco,dsagencia,dsconta,dtultimaatualizacao,dtatualizacao,idgestorassociacao,id_tipo_entidade,id_antigo,sigla,sigla_unica,logoentidade,usuario_inclusao,usuario_alteracao,data_inclusao,data_alteracao,dsestado,idpais,nmrassociados
11302,54,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL, DE SERVIÇOS E AGRONEGÓCIOS DE VILA FLORES",08032305000197,,8299,95334000,146,,54 3447-1290,,,aciflores@pmvilaflores.com.br,,N,t,Rua Armando Criveletto,CENTRO,,,,2011-03-02,2011-03-02,,1,,,,,sistema,,,,,29,
11303,54,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE VISTA GAÚCHA,94441490000105,,8310,98535000,1075,,55 3552-1160,55 3552-1022,,acivg@yahoo.com.br,,N,t,AVENIDA NOVE DE MAIO,CENTRO,,,,2020-09-24,2012-10-18,,1,,,,,sistema,,,,,29,
11304,54,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE XANGRI-LÁ,94437597000180,,8317,95588000,1358,,,,,,,N,t,AV.CENTRAL,CENTRO,,,,2011-03-02,2011-03-02,,1,,,,,sistema,,,,,29,
11305,55,Associação Comercial Industrial e Serviços Anchieta,05150944000169,,8335,89970000,309,,4936530129,,,acisaht@yahoo.com.br,não tem,S,t,"rua Vereador Geraldo Garlet,309",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACISA,,,sistema,pesquisa,,2023-04-05,,29,
11306,55,ASSOCIAÇÃO  EMPRESARIAL AGRÍC. DE ARAQUARI,00673312000166,1997-04-04,8343,89245000,37,C.P. 27,47 3447-1516,47 3447-1516,,associacao_aciaa@hotmail.com,,S,t,RUA ITAMAR B. CORDEIRO,CENTRO,,,,2017-07-11,2012-10-11,05073997905,1,,,,,sistema,,,,,29,
11307,55,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE BOM JESUS DOESTE,02143943000107,,8382,89873000,278,,49 3363-0106,,,,,N,t,"AV. PLANALTO, 278",CENTRO,,,,2020-09-29,,00490559093,1,,,,,sistema,,,,,29,
11308,55,ASSOCIAÇÃO COMERCIAL DE CATANDUVAS,07532968000108,,8412,89670000,2298,,49 3525-1310,49 3555-2053,,busato@procenter.com.br,,N,t,Avenida Coronel Rupp,CENTRO OESTE,,,,2012-02-03,2012-02-03,,1,,,,,sistema,,,,,29,
11309,55,Associação Comercial Industrial Serviços e Agronegócios de Cunha Porã,06922737000148,,8431,89890000,70,SALA A,4936460113,49 3646-0113,49991005939,acisacp@yahoo.com.br,https://www.facebook.com/cdlacisacp,S,t,rua rui Barbosa,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACISACP,,,sistema,pesquisa,,2023-04-05,,29,
11310,55,Associação Comercial Industrial de Descanso e Belmonte,05029099000178,,8436,89910000,983,,4936230435,49 3623-0439,49998341584,executivo@descanso.cdl-sc.org.br,www.descanso.cdl-sc.org.br,S,t,rua Santo Antônio,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACID,,,sistema,pesquisa,,2023-04-05,,29,
11311,55,Associação Empresarial da Fronteira,78113628000190,,8437,89950000,11,,4936441103,49 3644-1103,4936441413,ascoagrin@ascoagrin.com.br,www.ascoagrin.com.br,S,t,Praça Júlio Pereira de sá,CENTRO,,,,2023-04-05,2023-04-05,,1,,Ascoagrin,,,sistema,pesquisa,,2023-04-05,,29,
11312,55,Associação Empresarial de Gravatal,07389097000115,,8468,88735000,51,SALA 20,5548999362484,48 3648-2639,4836482376,asseg@facisc.org.br,não tem,S,t,"Termas do Gravatal , km 13027",TERMAS DO GRAVATAL,,,,2023-04-05,2023-04-05,,1,,ASSEG,,,sistema,pesquisa,,2023-04-05,,29,
11313,55,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE HERVAL DO OESTE,80633530000106,,8478,89610000,35,"Galeria da Farmacia Herval, sala 02",49 3554-0788,49 3554-0702,,aciho@cnx.com.br,,N,t,RUA NILO PEÇANHA,CENTRO,,,,2020-09-29,2008-03-03,00490559093,1,,,,,sistema,,,,,29,
11314,55,ASSOCIAÇÃO COM.  IND. DE IMARUI,,,8485,88770000,,,48 3643-0248,48 3643-0803,,cdlimarui@yahoo.com.br,,N,f,"PÇA CORONEL SERAFIM DA SILVA MATTOS, 60",CENTRO,,,,,,,1,,,,,sistema,,,,,29,
11315,55,ASSOCIAÇÃO EMPRESARIAL DE IOMERE,05772921000196,,8492,89558000,500,,48 3539-1364,,,aeiomere@yahoo.com.br,,N,t,RUA JOÃO RECH,CENTRO,,,,2013-05-21,2013-05-21,,1,,,,,sistema,,,,,29,
11316,55,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE IPORÃ DO OESTE,80629066000184,,8495,89899000,202,SALA 01,49 3634-1471,49 3634-1298,,executivo@iporadooeste.cdlsc.org.br,fernando-ipi@hotmail.com,S,t,RUA MONTE ALVERNE,CENTRO,,,,2014-03-10,2012-10-31,05787016939,1,,ACIIO,ACIIO,,sistema,,,,,29,
11317,55,ASSOCIAÇÃO EMPRESARIAL DE JARDINÓPOLIS,07883989000178,2006-03-08,8519,89848000,815,,49 3337-0004,,,aej_jardinopolis@yahoo.com.br,,N,t,AV. GETULIO VARGAS,CENTRO,,,,2020-09-29,2012-10-11,00490559093,1,,,,,sistema,,,,,29,
11318,55,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE OTACILIO COSTA,01886375000163,,8583,88540000,93,,49 9103-0050,49 3275-2146,,acioc.otcosta@yahoo.com.br,,N,t,Rua Belo Horizonte,Pinheiros,,,,2020-09-29,2013-05-21,00490559093,1,,,,,sistema,,,,,29,
11319,55,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍCOLA DE PETROLANDIA",02492463000143,,8606,88430000,35,sl 02,47 3536-1291,47 3536-1253,,daaciape@hotmail.com,,N,t,RUA 16 DE AGOSTO,CENTRO,,,,2020-09-29,2010-08-26,00490559093,1,,,,,sistema,,,,,29,
11320,55,ASSOCIAÇÃO EMPRESARIAL DE PORTO UNIÃO,82752494000125,1971-03-15,8623,89400000,244,PRÉDIO,42 3522-4593,42 3522-4098,,acipu@acipu.com.br,www.acipu.com.br,S,t,RUA JOAQUIM NABUCO,CIDADE NOVA,,,,2012-10-11,2012-10-11,,1,,,,,sistema,,,,,29,
11321,55,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE SÃO BERNADINO,,,8685,89998200,,,49 3654-0050,-49,,,,N,f,"RUA VERONICA SCHEID, S/Nº",CENTRO,,,,,,,1,,,,,sistema,,,,,29,
11322,55,Associação Comercial e Industrial,74139015000171,,8701,89930000,288,CLUBE CEDRENSE,4936430082,,4936430082,executivo@sjc.cdl-sc.org.br,,S,t,"av. rio Grande do Sul, 288",CENTRO,,,,2023-04-05,2023-04-05,,1,,Acisc,,,sistema,pesquisa,,2023-04-05,,29,
11323,55,Associação Empresarial de Santa Helena e Tunápolis,07591888000123,,8743,89898000,00,SALA GINÁSIO,4936321564,49 3632-1122,49991035265,aest@smo.com.br,,S,t,"rua Santa Cruz, 86",CENTRO,,,,2023-04-05,2023-04-05,,1,,AEST,,,sistema,pesquisa,,2023-04-05,,29,
11324,56,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE CANINDÉ DO SÃO FRANCISCO,04746713000150,2001-05-01,8780,49820000,681,,,,,rozaacicasf@yahoo.com.br,,N,t,AV. ANANIAS FERNANDES SANTOS,CENTRO,,,,2013-07-15,2013-07-15,,1,,,,,sistema,,,,,29,
11325,56,ASSOCIAÇÃO COMERCIAL DE CAPELA,03515147000102,,8781,49700000,1145,A,79 3263-2023,,79 3263-1857,doni_dantas@yahoo.com.br,,S,t,PRACA MANOEL CARDOSO,CENTRO,,,,2012-10-15,2012-10-15,,1,,,,,sistema,,,,,29,
11326,56,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE TOBIAS BARRETO,13000005000166,1980-01-01,8850,49300000,758,,79 3541-1631,79  99248142,79  99118361,eloisacerqueira@hotmail.com,,S,t,AV. SETE DE JUNHO,CENTRO,,,,2012-10-15,2012-10-15,,1,,,,,sistema,,,,,29,
11327,57,Assoc Coml Emprl Aguai,59032698000170,,8857,13860000,853,,1936522141,19 3652-2141,1936527403,aci.aguai@hotmail.com,www.aceaguai.com.br,S,t,rua Almirante Tamandaré 475,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11328,57,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E RURAL DE ÁGUAS DA PRATA",54683545000179,,9568,9450000,28,,19 3642-1317,19 3642-1317,,aciargs@aciargs.com.br,,S,t,Rua Lidia Poloni,centro,,,,2010-08-13,2010-08-13,,1,,,,,sistema,,,,,29,
11329,57,Assoc Coml Emprl de Aguas de Lindoia,44845444000101,,8859,13940000,11,SALA 21,1971387298,19 3824-1980,1938241980,aceal2010@hotmail.com,www.aceal.com.br,S,t,rua Grécia 46 Sala 21,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11330,57,Assoc Coml Indl Aparecida,48961213000106,,8896,12570000,17,,1231053944,12 3105-3944,1231055839,aciaaparecida@uol.com.br,scpc-aparecida.spcn.com.br,S,t,Laurindo de Castro 17,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11331,57,Assoc Coml Emprl de Apiai,01409130000145,,8901,18320000,60,,1535521902,15 3552-1902,1535521324,aceapiai@yahoo.com.br,,S,t,rua Camilo Lopes de Matos 60,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11332,57,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE ARAMINA,08170561000140,,8909,14550000,862,,16 3752-1277,,,aceara@netsite.com.br,,S,t,RUA OSVALDO CAMPOS,JD ARLINDO ALVES DE ALMEIDA,,,,2009-05-27,2009-05-27,,1,,,,,sistema,,,,,29,
11333,57,Assoc Coml de Aruja,46010401000123,,8924,7400015,95,Sobreloja,1134096637,11 4651-2266,11952410236,tatiane@acearuja.com.br,www.acearuja.com.br,S,t,rua Major Benjamin Franco 21 Sobre Loja,Centro,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11334,57,Assoc Coml Indl de Bernardino de Campos,54712609000112,,8966,18960000,344,LOJA 01,1433461966,14 3346-1966,14999059266,acebernardinocampos@yahoo.com.br,http://www.acibcampos.com.br,S,t,rua Marechal Deodoro da Fonseca 344 Loja 1,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11335,57,Assoc Coml Indl Brodowski,64922917000126,,8997,14340000,41,,1636644899,,1636644899,acibrodowski@acibrodowski.com.br,www.acibrodowski.com.br,S,t,rua Marechal Deodoro 41,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11336,57,Assoc Coml Emprl de Cabreuva,02333528000108,,9266,13318000,492,,1145295919,11 4529-5912,1140571451,administrativo@ace-cabreuva.com.br,www.ace-cabreuva.com.br,S,t,rua Manharro 492,Centro,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11337,57,Assoc Coml Indl de Campinas,46061479000177,,9025,13013001,1111,,1921049201,19 2104-9268,1921049204,diretoria@acicampinas.net.br,www.acicampinas.com.br,S,t,Jose Paulino 1111,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11338,57,Assoc Coml Indl de Candido Mota,50833375000100,,9033,19880000,149,,1896918669,18 3341-4193,1896918669,sonia_pupim@hotmail.com,www.portaldaacicam.com.br,S,t,rua dr. Altamiro Prado 149,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11339,57,Assoc Coml Indl de Capao Bonito,50813054000144,,9037,18300270,555,,1535438181,15 3542-2052,1535422052,aciap@itelefonica.com.br,aciapcapaobonito.com.br,S,t,Bernardino de Campos 842,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11340,57,Assoc Coml e Indl de Carapicuiba,59044396000111,,9044,6315020,28,,1141841157,11 4184-7199,1141847199,aceparapicuiba@aceparapicuiba.com.br,www.acecarapicuiba.com.br,S,t,Sandra Maria 28,JARDIM DAS BELEZAS,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11341,57,Assoc Coml Indl de Cerqueira Cesar,50846336000148,,10317,18760031,190,,1437141426,14 3714-1617,1496102229,acicc@hotmail.com,www.acicerqueiracesar.com.br,S,t,rua Jose Joaquim Esteves 190 Sala 01,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11342,57,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL CORUMBATAI,02385825000105,,9078,13540000,412,,19 3577-1284,,,ariciabilli@ig.com.br,ariciabilli@golnet.com.br,S,t,AV. 1,CENTRO,,,,2012-12-07,2012-12-07,,1,,,,,sistema,,,,,29,
11343,57,Assoc Coml Indl de Cosmopolis,51900926000174,,10319,13150001,350,,1938721549,,1938723727,acicocosmopolis@yahoo.com.br,www.acicocosmopolis.com.br,S,t,rua Baroneza Geraldo de Rezende 350,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11344,57,Assoc Coml e Empresarial de Divinolandia,01046591000109,,9097,13780000,257,,1936631219,19 3663-1446,1936631446,ace_divinolandia@hotmail.com,www.acedivinolandia.com.br,S,t,Rua:treze de Maio 842,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11345,57,Assoc Coml Indl Dourado,07533247000112,,9102,13590000,795,CASA B,1633453940,,1691946449,acimdourado@gmail.com,www.dourado.com.br,S,t,r. dr. Marques Ferreira 795 Casa b,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11346,57,Assoc Coml de Itapetininga,49704927000100,,9240,18200110,608,,1532758305,15 3275-8304,1532758303,aci@acitapetininga.com.br,acitapetininga.com.br,S,t,Jose Bonifacio 608,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11347,57,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍCOLA DE EMBAUBA",00924987000130,,9112,15425000,569,,17 3566-1115,,,ragonesi@cajobinet.com.br,,S,t,RUA BALBINO R COELHO,CENTRO,,,,2009-05-28,2009-05-28,,1,,,,,sistema,,,,,29,
11348,57,ASSOCIAÇÃO DAS EMPRESAS DE EMBU GUAÇU,01050985000122,,9114,6900000,480,SL 11,11 4661-2268,11 4661-8235,,assemeg@aceembuguacu.com.br,http://aceembuguacu.com.br,S,t,RUA BOA VISTA,CENTRO,,,,2012-12-05,2012-12-05,,1,,,,,sistema,,,,,29,
11349,57,Assoc Coml Emprl de Euclides da Cunha,00965345000180,,9129,19275000,155,,1832832679,18 3283-1161,1832832679,ace_ecp@hotmail.com,www.acsp.com.br,S,t,av Euclides da Cunha 1510,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11350,57,Assoc Coml Indl Ferraz de Vasconcelos,50215789000176,,9138,8501160,26,CASA,1146782697,11 4678-2697,1146746277,gerencia@acifv.org.br,www.acifv.org.br,S,t,Bruno Altafi 26,SITIO PAREDAO,,,,2023-04-05,2023-04-05,20552173134,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11351,57,Assoc Coml Indl de Florida Paulista,46442562000196,,9142,17830000,6,,1835811422,18 3581-2172,1835811422,aci_fp@yahoo.com.br,aci_fp@yahoo.com.br,S,t,av. José Fróio 680,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11352,57,Assoc Coml Indl de Franca,47985577000163,,9144,14400490,1511,,1637111702,16 3711-1717,1637111717,acifcadastro@acifranca.com.br,www.acifranca.com.br,S,t,Voluntarios da Franca 1511,CENTRO,,,,2023-04-05,2023-04-05,15341861825,1,,,ACIF Franca,,sistema,pesquisa,,2023-04-05,,29,
11353,57,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE GALIA,01799859000175,,9149,17450000,04,,14 3274-1533,,,aciga_galia@yahoo.com.br,,S,t,AV. SÃO JOSÉ 270 SALA,CENTRO,,,,2013-06-24,2013-06-24,,1,,,,,sistema,,,,,29,
11354,57,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE GLICERIO,00939455000177,,9156,16270000,243,,18 3647-1153,18 3647-1345,,dorval.o@hotmail.com,,S,t,AVENIDA OSVALDO CRUZ,CENTRO,,,,2009-05-28,2009-05-28,,1,,,,,sistema,,,,,29,
11355,57,Assoc Coml Indl de Guaira,48003370000109,,9162,14790000,533,,1733325599,17 3331-5599,1733310122,acigguaira@acigguaira.com.br,www.acigguaira.com.br,S,t,rua Doze 54,CENTRO,,,,2023-04-05,2023-04-05,07170692813,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11356,57,Assoc Coml Indl de Guapiacu,74347709000102,,9164,15110000,19,,1732671788,,1798834147,acig.guapiacu@hotmail.com,não temos,S,t,av. Abrahao Jose de Lima 460,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11357,57,Assoc Coml Indl Agropecuaria de Guapiara,05792516000130,,9165,18310000,167,,1535471735,15 3547-1735,1535471620,aciag2008@hotmail.com,aciag2008@hotmail.com,S,t,"são José, Sala 01 311 Entidade",CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11358,57,Assoc Coml Empr de Guara,52397106000174,1985-07-03,9167,14580000,770,CP 14,1638313240,16 3831-3240,1638313240,ace@aceguara.com.br,http://www.aceguara.com.br,S,t,rua Conde Francisco Matarazzo 770 Cp14,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11359,57,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE GUARAÇAI,01420574000181,,9168,16980000,842,,18 3705-1535,,,aciguaracai@itelefonica.com.br,www.acig.com.br,S,t,RUA HIDEO MORI,CENTRO,,,,2013-04-03,2013-04-03,,1,,,,,sistema,,,,,29,
11360,57,Assoc Coml Emprl de Guaratingueta,48546881000177,,9177,12500210,67,,1231282200,12 3128-2201,1231282205,comunicacao@aceguaratingueta.com.br,htttp://www.aceguaratingueta.com.br,S,t,Marechal Deodoro 67,CENTRO,,,,2023-04-05,2023-04-05,,1,,,ACEG1,,sistema,pesquisa,,2023-04-05,,29,
11361,57,Assoc Coml Indl Agropecuaria de Guarei,02311022000106,,9178,18250000,368,,1532581388,15 3258-1339,1532581388,associacao_guarei@yahoo.com.br,cleidefssoares@hotmail.com,S,t,rua sao Joao 677,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11362,57,Assoc Coml Empr Indl de Guariba,05050311000189,,9179,14840000,1047,B,1632514575,16 3251-2070,1632512070,aceiguariba@vuptnet.com.br,www.xxxx.com.br,S,t,av Doutor Sobral Neto 275 b,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11363,57,Assoc Coml Emprl de Guaruja,48706683000123,,9182,11410210,148,,13981090210,13 3344-4000,13981090091,adm@aceguaruja.com.br,www.aceguaruja.com.br,S,t,Vereador Joao de Souza 55,VILA MAIA,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11364,57,Assoc Coml idl Agropecuaria Hortolandia,68009869000130,,9189,13184280,110,,1939659585,19 3897-9998,19988701397,aciah@aciah.org.br,www.aciah.org.br,S,t,Zacharias Costa Camargo 150,PARQUE HORTOLANDIA,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11365,57,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL, MUNICÍPIO ESTÂNCIA IBIRA",02596254000140,,9195,15860000,792,BOX 3,17 3551-1401,17 3551-1221,,acimei_ibira@hotmail.com.br,,S,t,PRAÇA NOVE DE JULHO,CENTRO,,,,2012-12-19,2012-12-19,,1,,,,,sistema,,,,,29,
11366,57,Assoc Coml Indl de Icem,00291092000106,1994-06-30,9202,15460000,465,,17997797278,17 3282-2002,17982166156,aci.icem@gmail.com,www.aciicem.com.br,S,t,rua Francisco Lourenço 541,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11367,57,Assoc Coml Indl de Ipaussu,57264426000170,,9221,18950000,239,prédio,1433442787,14 3344-2787,1433442787,acii@cednet.com.br,,S,t,Rua: Cristiano Rodrigues da Silva 668 Casa,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11368,57,Assoc Coml Indl Agric Iracemapolis,52158730000119,,9227,13495000,490,,1934565454,19 3456-5454,1934561933,aciai@aciaionline.com.br,www.aciaionline.com.br,S,t,rua Pedro Chinelatto 490,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11369,57,Assoc Coml de Itai,50845965000153,,9233,18730037,1050,,1437611004,14 3761-1184,1437611184,acitai@acitai.com.br,www.acitai.com.br,S,t,rua Sete de Setembro 1196,CENTRO,,,,2023-04-05,2023-04-05,25026496849,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11370,57,Assoc Coml Agricola Indl Itanhaem,49639016000138,,9237,11740000,757,,1334262000,,1334261210,acai.ita@uol.com.br,www.acai-itanhaem.com.br,S,t,av. Presidente Vargas 757,VILA SÃO PAULO,,,,2023-04-05,2023-04-05,20552173134,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11371,57,Assoc Coml Emprl de Itapecerica da Serra,59049148000163,,9239,6850750,23,SOBRELOJA,1121010600,,1121010600,aceis@aceis.com.br,www.aceis.com.br,S,t,Luiz Gama 23 Sobreloja,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11372,57,Assoc Coml Indl de Itapevi,51442556000179,,9243,6694000,650,EDIFIO PREMIER CJ- 02,1141413750,11 4141-3750,1141413307,acita@acita.com.br,http://www.acita.com.br,S,t,Presidente Vargas 650 cj 02,JARDIM NOVA ITAPEVI,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11373,44,ASSOCIAÇÃO COMERCIAL DE TAMANDARÉ,08926693000150,,5467,55578000,202,,81 3676-1164,81 3676-2741,,,,N,t,RUA TIRADENTES,LIBERDADE,,,,2012-11-19,2012-11-19,,1,,,,,sistema,,,,,29,
11374,57,Assoc Coml Indl de Jaguariuna,51313922000190,,10315,13910007,651,TERREO,1938677070,,1938675000,,www.acijaguariuna.com.com,S,t,Julia Bueno 651 Terreo,CENTRO,,,,2023-04-05,2023-04-05,21848616856,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11375,57,Assoc Coml de Jarinu,00186168000133,,9283,13240000,90,,1140163378,,11972645048,acijajarinu@ig.com.br,,S,t,rua dr Arthur Bernardes 246,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11376,57,Assoc Coml Indl de Joanopolis,54144357000172,,9287,12980000,188,,1145399503,11 4539-9503,1199893245,acijoanopolis1@hotmail.com,www.acijoanopolis.com.br,S,t,rua Antonio Ferreira de Almeida 347,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11377,57,Assoc Coml Emprl de Jose Bonifacio,46604799000126,,9291,15200000,639,,1732659600,,1799145938,marcela@acejb.com.br,www.acejb.com.br,S,t,Avenida Nove de Julho 639,CENTRO,,,,2023-04-05,2023-04-05,27061544899,1,,,ACEJB,,sistema,pesquisa,,2023-04-05,,29,
11378,57,Assoc Coml Emprl de Jundiai,44644854000186,,9295,13201903,00,LOJA 01,1133084339,11 3308-4301,1133084300,comunicacao@acejundiai.com.br,www.acejundiai.com.br,S,t,"rua Rangel Pestana, 533 533 Loja 01",CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11379,57,Assoc Coml Emprl de Junqueiropolis,57319410000117,,9298,17890000,1103,,1838411527,18 3841-2268,1896518097,ace.executivo@hotmail.com,http://acejunqueiropolis.com.br/,S,t,rua Quinzinho da Cunha 563,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11380,57,Assoc Coml Indl Agrop de Juquia,03477342000195,,9299,11800000,147,,1338441500,13 3844-1477,1397046900,aciaju@gmail.com,www.aciaju.com.br,S,t,rua dez de Abril 146,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11381,57,Assoc Coml Emprl de Lucelia,53310116000193,,9324,17780000,1745,,1835511296,18 3551-1296,18996362276,associacaocomlucelia@bol.com.br,associacaocomlucelia@yahoo.com,S,t,av. Internacional 1745,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11382,57,Assoc Coml Indl Agricola de Luiz Antonio,04488880000148,,9326,14210000,377,,1639832019,,1639832019,aciala@convex.com.br,X,S,t,rua Eleuterio Turazzi 377,JARDIM BELA VISTA,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11383,57,Assoc Coml Indl de Guaracai,51501260000181,,9168,16980000,213,A,1837059255,,1837059255,maracai@sii-facesp.com.br,www.acig.com.br,S,t,rua Hideo Mori 842,CENTRO,,,,2023-04-05,2023-04-05,41479711802,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11384,57,Assoc Coml Indl Mineiros do Tiete,49883358000107,,9360,17320000,560,,1436461551,,1436461551,associacao-comercial@bol.com,0,S,t,rua Subdelegado Ferrinho 560 Centro,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11385,57,Assoc Coml Indl Mirandopolis,51097616000163,,9364,16800000,80,,1837016795,18 3701-6795,1899148245,acim_acim@hotmail.com,http://www.acimmirandopolis.com.br,S,t,rua Gentil Moreira 323,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11386,57,Assoc Coml de Mogi das Cruzes,52579810000148,,9369,8710904,674,,1147284300,11 4728-4311,1147284303,empreender@acmc.com.br,http://www.acmc.com.br,S,t,"rua Barao de Jaceguai, 674 674",CENTRO,,,,2023-04-05,2023-04-05,20552173134,1,,,ACMC,,sistema,pesquisa,,2023-04-05,,29,
11387,57,Assoc Coml Indl de Mogi Mirim,44793255000124,,9371,13801372,500,CAIXA POSTAL 05,1938145760,,1938145761,gerencia@acimm.com.br,http://www.acimm.com.br,S,t,Luiz Gonzaga de Amoedo Campos 500,VILA MORANI,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
11388,57,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MONGAGUA,68022326000153,,9374,11730000,908,,13 3448-3227,,,deivsond@hotmail.com,,S,t,RUA UBATUBA,AGENOR DE CAMPOS,,,,2010-09-03,2010-09-03,,1,,,,,sistema,,,,,29,
